;index;cycle;step;sub_step;point_avr;point_std;point_min;point_max;point_first;point_last;point_delta;test_time_avr;test_time_std;test_time_min;test_time_max;test_time_first;test_time_last;test_time_delta;step_time_avr;step_time_std;step_time_min;step_time_max;step_time_first;step_time_last;step_time_delta;current_avr;current_std;current_min;current_max;current_first;current_last;current_delta;voltage_avr;voltage_std;voltage_min;voltage_max;voltage_first;voltage_last;voltage_delta;charge_avr;charge_std;charge_min;charge_max;charge_first;charge_last;charge_delta;discharge_avr;discharge_std;discharge_min;discharge_max;discharge_first;discharge_last;discharge_delta;ir_avr;ir_std;ir_min;ir_max;ir_first;ir_last;ir_delta;rate_avr;type;sub_type;info
0;0;1;1;1;72.5;41.71330722922842;1;144;1;144;14300.0;21751.394381016227;12514.782372906506;300.00989357632255;43200.081735576445;300.00989357632255;43200.081735576445;14299.552368290926;21751.33146091067;12514.7823729114;299.9469736944084;43200.018815340634;299.9469736944084;43200.018815340634;14302.551985523154;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.007015640536944;0.015002022262017753;2.98307728767395;3.031970500946045;3.027357816696167;2.98307728767395;-1.4626790654875832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rest;;
1;1;1;3;1;659.0;297.19101601495294;145;1173;145;1173;708.9655172413793;63501.88973044792;23053.563896706986;43200.11147829104;113550.03206818237;43200.11147829104;113550.03206818237;162.84661817422307;20301.809415835556;23053.56389670613;0.031163903254198;70349.9517537946;0.031163903254198;70349.9517537946;225741685.8731093;-9.046820903180413e-05;1.949449963536452e-07;-9.093392873182893e-05;-8.95233970368281e-05;-9.022866288432851e-05;-9.058129944605753e-05;-0.39082543224771876;0.8029796989386643;0.8540332237287965;0.04979579895734787;2.9637045860290527;2.9637045860290527;0.04979579895734787;-98.31981233244076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005101816441181672;0.0005793416215620179;7.81077e-10;0.001767940798142;7.81077e-10;0.001767940798142;226346444.34095487;55.030399322509766;0.0;55.030399322509766;55.030399322509766;55.030399322509766;55.030399322509766;0.0;0.04958;discharge;;
2;2;1;4;1;1174.0;;1174;1174;1174;1174;0.0;113550.06028622975;;113550.06028622975;113550.06028622975;113550.06028622975;113550.06028622975;0.0;0.031178413071859;;0.031178413071859;0.031178413071859;0.031178413071859;0.031178413071859;0.0;-2.775394023046829e-06;;-2.775394023046829e-06;-2.775394023046829e-06;-2.775394023046829e-06;-2.775394023046829e-06;0.0;0.05625338479876518;;0.05625338479876518;0.05625338479876518;0.05625338479876518;0.05625338479876518;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.001767941202425;;0.001767941202425;0.001767941202425;0.001767941202425;0.001767941202425;0.0;47.08320236206055;;47.08320236206055;47.08320236206055;47.08320236206055;47.08320236206055;0.0;0.00152;ir;;
3;3;1;5;1;1190.5;9.38083151964686;1175;1206;1175;1206;2.6382978723404253;114447.68475153628;559.3087017842248;113554.50338486496;115350.07496091072;113554.50338486496;115350.07496091072;1.5812420666048854;897.6272598488042;559.30870178547;4.445893066890613;1800.017469112668;4.445893066890613;1800.017469112668;40387.196656116874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08509150450117886;0.007463420441903136;0.06148095428943634;0.09192386269569397;0.06148095428943634;0.09192386269569397;49.51599850409012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001767941202425;0.0;0.001767941202425;0.001767941202425;0.001767941202425;0.001767941202425;0.0;47.08320236206055;0.0;47.08320236206055;47.08320236206055;47.08320236206055;47.08320236206055;0.0;0.0;ocvrlx_up;;
4;4;1;6;1;1472.0;153.43076614551595;1207;1737;1207;1737;43.910521955260975;146650.06857830315;18298.526253249987;115350.07833417977;176315.2019755211;115350.07833417977;176315.2019755211;52.85226028604834;31299.990246733305;18298.526253251857;2.477285942e-06;60965.12364381866;2.477285942e-06;60965.12364381866;2460964340358.7915;8.946134705368777e-05;1.964639497843893e-07;8.855685155140236e-05;8.996738324640319e-05;8.855685155140236e-05;8.961475396063179e-05;1.1946025527063524;0.44615756674001444;0.1976596764809164;0.09745893627405167;1.0002909898757935;0.09745893627405167;1.0002909898757935;926.3717501112516;0.0007777553628099152;0.00045468831522314546;6.1e-14;0.001514877144778;6.1e-14;0.001514877144778;2483405155273.77;0.001767941202425;0.0;0.001767941202425;0.001767941202425;0.001767941202425;0.001767941202425;0.0;47.08320236206055;0.0;47.08320236206055;47.08320236206055;47.08320236206055;47.08320236206055;0.0;0.04903;charge;;
5;5;1;7;1;1738.0;;1738;1738;1738;1738;0.0;176315.2304321075;;176315.2304321075;176315.2304321075;176315.2304321075;176315.2304321075;0.0;0.031159656478297;;0.031159656478297;0.031159656478297;0.031159656478297;0.031159656478297;0.0;-3.069559966206725e-07;;-3.069559966206725e-07;-3.069559966206725e-07;-3.069559966206725e-07;-3.069559966206725e-07;0.0;0.9975234270095825;;0.9975234270095825;0.9975234270095825;0.9975234270095825;0.9975234270095825;0.0;0.001514877144778;;0.001514877144778;0.001514877144778;0.001514877144778;0.001514877144778;0.0;0.001767941205081;;0.001767941205081;0.001767941205081;0.001767941205081;0.001767941205081;0.0;15.424334526062012;;15.424334526062012;15.424334526062012;15.424334526062012;15.424334526062012;0.0;0.00017;ir;;
6;6;1;8;1;1750.5;7.0710678118654755;1739;1762;1739;1762;1.3225991949396205;176653.16672724937;304.9138545812008;176317.0686873311;177215.23659387938;176317.0686873311;177215.23659387938;0.5094049675593381;337.9388227306085;304.91385451918916;1.840782709110361;900.0086892573911;1.840782709110361;900.0086892573911;48792.71747301232;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9364325876037279;0.031398771373897294;0.896047055721283;0.9922958016395569;0.9922958016395569;0.896047055721283;-9.69960225159105;0.001514877144778;0.0;0.001514877144778;0.001514877144778;0.001514877144778;0.001514877144778;0.0;0.001767941205081;0.0;0.001767941205081;0.001767941205081;0.001767941205081;0.001767941205081;0.0;15.424334526062012;0.0;15.424334526062012;15.424334526062012;15.424334526062012;15.424334526062012;0.0;0.0;ocvrlx_down;;
7;7;2;3;1;2054.0;168.4418791947735;1763;2345;1763;2345;33.01191151446398;204170.1234903192;19325.301410955024;177215.58449686936;238414.1478656668;177215.58449686936;238414.1478656668;34.533398144720486;26954.850987910708;19325.301410961052;0.311994346125684;61198.875363143576;0.311994346125684;61198.875363143576;19615279.612837657;-9.050266693658107e-05;1.6212101220288963e-07;-9.093392873182893e-05;-8.95233970368281e-05;-9.058129944605753e-05;-9.058129944605753e-05;0.0;0.2610400323508432;0.19631133679609433;0.04979579895734787;0.8908194899559021;0.8908194899559021;0.04979579895734787;-94.41011343837876;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006774458429474442;0.0004856902543664776;7.850237e-09;0.001538076280644;7.850237e-09;0.001538076280644;19592636.88990536;15.424334526062012;0.0;15.424334526062012;15.424334526062012;15.424334526062012;15.424334526062012;0.0;0.0496;discharge;;
8;8;2;4;1;2346.0;;2346;2346;2346;2346;0.0;238414.1837132311;;238414.1837132311;238414.1837132311;238414.1837132311;238414.1837132311;0.0;0.031202124237306;;0.031202124237306;0.031202124237306;0.031202124237306;0.031202124237306;0.0;-1.7174919548779144e-06;;-1.7174919548779144e-06;-1.7174919548779144e-06;-1.7174919548779144e-06;-1.7174919548779144e-06;0.0;0.05471586436033249;;0.05471586436033249;0.05471586436033249;0.05471586436033249;0.05471586436033249;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.001538076680663;;0.001538076680663;0.001538076680663;0.001538076680663;0.001538076680663;0.0;35.91331481933594;;35.91331481933594;35.91331481933594;35.91331481933594;35.91331481933594;0.0;0.00094;ir;;
9;9;2;5;1;2362.5;9.38083151964686;2347;2378;2347;2378;1.3208351086493395;239306.17602543178;559.171515852696;238418.83717182063;240214.20589849213;238418.83717182063;240214.20589849213;0.7530314080752082;891.987545975773;559.1715158250871;4.648692541564435;1800.0174188591534;4.648692541564435;1800.0174188591534;38620.93933434001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08440922910813242;0.007839822517889719;0.05994343385100365;0.09100134670734406;0.05994343385100365;0.09100134670734406;51.81203488198299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001538076680663;0.0;0.001538076680663;0.001538076680663;0.001538076680663;0.001538076680663;0.0;35.91331481933594;0.0;35.91331481933594;35.91331481933594;35.91331481933594;35.91331481933594;0.0;0.0;ocvrlx_up;;
