Name:	KIT-SIMBA-013-2.081
Channel:	81
Tester	Maccor #4
Procedure	SIMBA.000
Description	SIMBA-Capacity_test
Started	06/05/2021 11:23:46
SCap	0,017
C Rate	0,003
Ch. max. V	6,00 V
DisCh. min. V	0,00 V
Ch. max. I	5,000 A
DisCh. max. I	5,000 A

Rec	Cycle P	Cycle C	Step	TestTime	StepTime	Cap. [Ah]	Ener. [Wh]	Current [A]	Voltage [V]	Md	ES	DPT Time	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15
90	0	1	1	89,000000	89,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 12:52:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
91	0	1	1	90,000000	90,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 12:53:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
92	0	1	1	91,000000	91,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 12:54:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
93	0	1	1	92,000000	92,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 12:55:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
94	0	1	1	93,000000	93,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 12:56:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
95	0	1	1	94,000000	94,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 12:57:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
96	0	1	1	95,000000	95,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 12:58:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
97	0	1	1	96,000000	96,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 12:59:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
98	0	1	1	97,000000	97,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:00:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
99	0	1	1	98,000000	98,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:01:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
100	0	1	1	99,000000	99,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:02:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
101	0	1	1	100,000000	100,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:03:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
102	0	1	1	101,000000	101,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:04:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
103	0	1	1	102,000000	102,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:05:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
104	0	1	1	103,000000	103,000000	0,00000000	0,00000000	0,00000000	0,1514	R	1	06/05/2021 13:06:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
105	0	1	1	104,000000	104,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:07:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
106	0	1	1	105,000000	105,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:08:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
107	0	1	1	106,000000	106,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:09:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
108	0	1	1	107,000000	107,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:10:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
109	0	1	1	108,000000	108,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:11:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
110	0	1	1	109,000000	109,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:12:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
111	0	1	1	110,000000	110,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:13:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
112	0	1	1	111,000000	111,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:14:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
113	0	1	1	112,000000	112,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:15:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
114	0	1	1	113,000000	113,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:16:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
115	0	1	1	114,000000	114,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:17:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
116	0	1	1	115,000000	115,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:18:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
117	0	1	1	116,000000	116,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:19:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
118	0	1	1	117,000000	117,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:20:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
119	0	1	1	118,000000	118,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:21:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
120	0	1	1	119,000000	119,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:22:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
121	0	1	1	120,000000	120,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:23:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
122	0	1	1	121,000000	121,000000	0,00000000	0,00000000	0,00000000	0,1514	R	1	06/05/2021 13:24:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
123	0	1	1	122,000000	122,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:25:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
124	0	1	1	123,000000	123,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:26:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
125	0	1	1	124,000000	124,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:27:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
126	0	1	1	125,000000	125,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:28:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
127	0	1	1	126,000000	126,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:29:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
128	0	1	1	127,000000	127,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:30:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
129	0	1	1	128,000000	128,000000	0,00000000	0,00000000	0,00000000	0,1513	R	1	06/05/2021 13:31:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
130	0	1	1	129,000000	129,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:32:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
131	0	1	1	130,000000	130,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:33:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
132	0	1	1	131,000000	131,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:34:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
133	0	1	1	132,000000	132,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:35:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
134	0	1	1	133,000000	133,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:36:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
135	0	1	1	134,000000	134,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:37:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
136	0	1	1	135,000000	135,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:38:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
137	0	1	1	136,000000	136,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:39:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
138	0	1	1	137,000000	137,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:40:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
139	0	1	1	138,000000	138,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:41:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
140	0	1	1	139,000000	139,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:42:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
141	0	1	1	140,000000	140,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:43:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
142	0	1	1	141,000000	141,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:44:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
143	0	1	1	142,000000	142,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:45:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
144	0	1	1	143,000000	143,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:46:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
145	0	1	1	144,000000	144,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:47:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
146	0	1	1	145,000000	145,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:48:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
147	0	1	1	146,000000	146,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:49:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
148	0	1	1	147,000000	147,000000	0,00000000	0,00000000	0,00000000	0,1512	R	1	06/05/2021 13:50:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
149	0	1	1	148,000000	148,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 13:51:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
150	0	1	1	149,000000	149,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 13:52:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
151	0	1	1	150,000000	150,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 13:53:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
152	0	1	1	151,000000	151,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 13:54:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
153	0	1	1	152,000000	152,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 13:55:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
154	0	1	1	153,000000	153,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 13:56:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
155	0	1	1	154,000000	154,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 13:57:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
156	0	1	1	155,000000	155,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 13:58:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
157	0	1	1	156,000000	156,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 13:59:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
158	0	1	1	157,000000	157,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 14:00:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
159	0	1	1	158,000000	158,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 14:01:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
160	0	1	1	159,000000	159,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 14:02:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
161	0	1	1	160,000000	160,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 14:03:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
162	0	1	1	161,000000	161,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 14:04:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
163	0	1	1	162,000000	162,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 14:05:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
164	0	1	1	163,000000	163,000000	0,00000000	0,00000000	0,00000000	0,1508	R	1	06/05/2021 14:06:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
165	0	1	1	164,000000	164,000000	0,00000000	0,00000000	0,00000000	0,1511	R	1	06/05/2021 14:07:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
166	0	1	1	165,000000	165,000000	0,00000000	0,00000000	0,00000000	0,1510	R	1	06/05/2021 14:08:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
167	0	1	1	166,000000	166,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 14:09:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
168	0	1	1	167,000000	167,000000	0,00000000	0,00000000	0,00000000	0,1508	R	1	06/05/2021 14:10:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
169	0	1	1	168,000000	168,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 14:11:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
170	0	1	1	169,000000	169,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:12:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
171	0	1	1	170,000000	170,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:13:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
172	0	1	1	171,000000	171,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:14:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
173	0	1	1	172,000000	172,000000	0,00000000	0,00000000	0,00000000	0,1508	R	1	06/05/2021 14:15:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
174	0	1	1	173,000000	173,000000	0,00000000	0,00000000	0,00000000	0,1508	R	1	06/05/2021 14:16:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
175	0	1	1	174,000000	174,000000	0,00000000	0,00000000	0,00000000	0,1506	R	1	06/05/2021 14:17:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
176	0	1	1	175,000000	175,000000	0,00000000	0,00000000	0,00000000	0,1509	R	1	06/05/2021 14:18:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
177	0	1	1	176,000000	176,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:19:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
178	0	1	1	177,000000	177,000000	0,00000000	0,00000000	0,00000000	0,1508	R	1	06/05/2021 14:20:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
179	0	1	1	178,000000	178,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:21:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
180	0	1	1	179,000000	179,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:22:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
181	0	1	1	180,000000	180,000000	0,00000000	0,00000000	0,00000000	0,1506	R	1	06/05/2021 14:23:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
182	0	1	1	181,000000	181,000000	0,00000000	0,00000000	0,00000000	0,1505	R	1	06/05/2021 14:24:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
183	0	1	1	182,000000	182,000000	0,00000000	0,00000000	0,00000000	0,1505	R	1	06/05/2021 14:25:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
184	0	1	1	183,000000	183,000000	0,00000000	0,00000000	0,00000000	0,1507	R	1	06/05/2021 14:26:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
185	0	1	1	184,000000	184,000000	0,00000000	0,00000000	0,00000000	0,1506	R	1	06/05/2021 14:27:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
186	0	1	1	185,000000	185,000000	0,00000000	0,00000000	0,00000000	0,1506	R	1	06/05/2021 14:28:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
187	0	1	1	186,000000	186,000000	0,00000000	0,00000000	0,00000000	0,1504	R	1	06/05/2021 14:29:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
188	0	1	1	187,000000	187,000000	0,00000000	0,00000000	0,00000000	0,1505	R	1	06/05/2021 14:30:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
189	0	1	1	188,000000	188,000000	0,00000000	0,00000000	0,00000000	0,1504	R	1	06/05/2021 14:31:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
190	0	1	1	189,000000	189,000000	0,00000000	0,00000000	0,00000000	0,1503	R	1	06/05/2021 14:32:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
191	0	1	1	190,000000	190,000000	0,00000000	0,00000000	0,00000000	0,1504	R	1	06/05/2021 14:33:46	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000	0,0000
