Today's Date:	14 December 2020	Date of Test:	11 December 2020, 12:22:12 PM
Filename:	M50_Validation_0deg_01	Tester Channel:	1
Procedure:	M50_Validation.000	Description:	
Rec#	Cyc#	Step	TestTime	StepTime	Amp-hr	Watt-hr	Amps	Volts	State	ES	DPt Time	ACImp/Ohms	DCIR/Ohms	Aux #1	 Units	Aux #2	 Units	Aux #3	 Units	Aux #4	 Units	Aux #5	 Units	Aux #6	 Units	Aux #7	 Units	Aux #8	 Units	Aux #9	 Units	Aux #10	 Units	Aux #11	 Units	Aux #12	 Units	Aux #13	 Units	Aux #14	 Units	Aux #15	 Units	Aux #16	 Units	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	
611	0	4	  0d 04:08:45.8499984741211	  0d 00:52:8.69999980926514	1.30357	4.81844	1.49989	3.80247	C	1	12/11/2020 16:30:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
612	0	4	  0d 04:09:15.8500003814697	  0d 00:52:38.7000007629395	1.31607	4.86598	1.49989	3.80400	C	1	12/11/2020 16:31:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
613	0	4	  0d 04:09:45.8499984741211	  0d 00:53:8.69999980926514	1.32857	4.91353	1.49989	3.80560	C	1	12/11/2020 16:31:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
614	0	4	  0d 04:10:15.8500003814697	  0d 00:53:38.7000007629395	1.34107	4.96111	1.50004	3.80713	C	1	12/11/2020 16:32:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
615	0	4	  0d 04:10:45.8499984741211	  0d 00:54:8.69999980926514	1.35357	5.00871	1.49989	3.80896	C	1	12/11/2020 16:32:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
616	0	4	  0d 04:11:15.8500003814697	  0d 00:54:38.7000007629395	1.36606	5.05633	1.49989	3.81033	C	1	12/11/2020 16:33:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
617	0	4	  0d 04:11:45.8499984741211	  0d 00:55:8.69999980926514	1.37856	5.10397	1.49996	3.81216	C	1	12/11/2020 16:33:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
618	0	4	  0d 04:12:15.8500003814697	  0d 00:55:38.7000007629395	1.39106	5.15163	1.49989	3.81361	C	1	12/11/2020 16:34:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
619	0	4	  0d 04:12:45.8499984741211	  0d 00:56:8.69999980926514	1.40356	5.19931	1.49989	3.81514	C	1	12/11/2020 16:34:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.62988	 C  	-2516.81445	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
620	0	4	  0d 04:13:15.8500003814697	  0d 00:56:38.7000007629395	1.41606	5.24701	1.49981	3.81704	C	1	12/11/2020 16:35:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
621	0	4	  0d 04:13:45.8499984741211	  0d 00:57:8.69999980926514	1.42856	5.29472	1.49989	3.81849	C	1	12/11/2020 16:35:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
622	0	4	  0d 04:14:15.8500003814697	  0d 00:57:38.7000007629395	1.44106	5.34246	1.49981	3.82017	C	1	12/11/2020 16:36:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
623	0	4	  0d 04:14:45.8499984741211	  0d 00:58:8.69999980926514	1.45356	5.39022	1.49989	3.82170	C	1	12/11/2020 16:36:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
624	0	4	  0d 04:15:15.8500003814697	  0d 00:58:38.7000007629395	1.46606	5.43801	1.49996	3.82338	C	1	12/11/2020 16:37:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
625	0	4	  0d 04:15:45.8499984741211	  0d 00:59:8.69999980926514	1.47856	5.48581	1.50004	3.82506	C	1	12/11/2020 16:37:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
626	0	4	  0d 04:16:15.8500003814697	  0d 00:59:38.7000007629395	1.49106	5.53363	1.49996	3.82673	C	1	12/11/2020 16:38:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
627	0	4	  0d 04:16:45.8499984741211	  0d 01:00:8.69999980926514	1.50356	5.58147	1.49989	3.82834	C	1	12/11/2020 16:38:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.30713	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
628	0	4	  0d 04:17:15.8500003814697	  0d 01:00:38.7000007629395	1.51606	5.62933	1.49996	3.83001	C	1	12/11/2020 16:39:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
629	0	4	  0d 04:17:45.8499984741211	  0d 01:01:8.69999980926514	1.52856	5.67722	1.49996	3.83169	C	1	12/11/2020 16:39:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.81445	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
630	0	4	  0d 04:18:15.8500003814697	  0d 01:01:38.7000007629395	1.54106	5.72512	1.49996	3.83330	C	1	12/11/2020 16:40:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
631	0	4	  0d 04:18:45.8499984741211	  0d 01:02:8.69999980926514	1.55356	5.77305	1.49989	3.83505	C	1	12/11/2020 16:40:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.62988	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
632	0	4	  0d 04:19:15.8500003814697	  0d 01:02:38.7000007629395	1.56606	5.82099	1.49989	3.83680	C	1	12/11/2020 16:41:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
633	0	4	  0d 04:19:45.8499984741211	  0d 01:03:8.69999980926514	1.57856	5.86896	1.49996	3.83841	C	1	12/11/2020 16:41:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
634	0	4	  0d 04:20:15.8500003814697	  0d 01:03:38.7000007629395	1.59105	5.91695	1.49996	3.84024	C	1	12/11/2020 16:42:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
635	0	4	  0d 04:20:45.8499984741211	  0d 01:04:8.69999980926514	1.60355	5.96496	1.50004	3.84176	C	1	12/11/2020 16:42:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.66553	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
636	0	4	  0d 04:21:15.8500003814697	  0d 01:04:38.7000007629395	1.61605	6.01300	1.49996	3.84352	C	1	12/11/2020 16:43:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
637	0	4	  0d 04:21:45.8499984741211	  0d 01:05:8.69999980926514	1.62855	6.06105	1.49996	3.84535	C	1	12/11/2020 16:43:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
638	0	4	  0d 04:22:15.8500003814697	  0d 01:05:38.7000007629395	1.64105	6.10913	1.49996	3.84710	C	1	12/11/2020 16:44:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
639	0	4	  0d 04:22:45.8499984741211	  0d 01:06:8.69999980926514	1.65355	6.15722	1.49996	3.84886	C	1	12/11/2020 16:44:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.30713	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
640	0	4	  0d 04:23:15.8500003814697	  0d 01:06:38.7000007629395	1.66605	6.20535	1.49989	3.85069	C	1	12/11/2020 16:45:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
641	0	4	  0d 04:23:45.8499984741211	  0d 01:07:8.69999980926514	1.67855	6.25349	1.49996	3.85245	C	1	12/11/2020 16:45:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
642	0	4	  0d 04:24:15.8500003814697	  0d 01:07:38.7000007629395	1.69105	6.30165	1.49996	3.85435	C	1	12/11/2020 16:46:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
643	0	4	  0d 04:24:45.8499984741211	  0d 01:08:8.69999980926514	1.70355	6.34984	1.49996	3.85618	C	1	12/11/2020 16:46:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
644	0	4	  0d 04:25:15.8500003814697	  0d 01:08:38.7000007629395	1.71605	6.39805	1.49996	3.85794	C	1	12/11/2020 16:47:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
645	0	4	  0d 04:25:45.8499984741211	  0d 01:09:8.69999980926514	1.72855	6.44629	1.49989	3.85992	C	1	12/11/2020 16:47:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
646	0	4	  0d 04:26:15.8500003814697	  0d 01:09:38.7000007629395	1.74105	6.49455	1.49989	3.86168	C	1	12/11/2020 16:48:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
647	0	4	  0d 04:26:45.8499984741211	  0d 01:10:8.69999980926514	1.75355	6.54283	1.49989	3.86366	C	1	12/11/2020 16:48:59	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
648	0	4	  0d 04:27:15.8500003814697	  0d 01:10:38.7000007629395	1.76605	6.59113	1.50004	3.86557	C	1	12/11/2020 16:49:29	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
649	0	4	  0d 04:27:45.8499984741211	  0d 01:11:8.69999980926514	1.77855	6.63946	1.49996	3.86748	C	1	12/11/2020 16:49:59	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
650	0	4	  0d 04:28:15.8500003814697	  0d 01:11:38.7000007629395	1.79105	6.68782	1.49989	3.86946	C	1	12/11/2020 16:50:29	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
