Today's Date:	14 December 2020	Date of Test:	11 December 2020, 12:22:12 PM
Filename:	M50_Validation_0deg_01	Tester Channel:	1
Procedure:	M50_Validation.000	Description:	
Rec#	Cyc#	Step	TestTime	StepTime	Amp-hr	Watt-hr	Amps	Volts	State	ES	DPt Time	ACImp/Ohms	DCIR/Ohms	Aux #1	 Units	Aux #2	 Units	Aux #3	 Units	Aux #4	 Units	Aux #5	 Units	Aux #6	 Units	Aux #7	 Units	Aux #8	 Units	Aux #9	 Units	Aux #10	 Units	Aux #11	 Units	Aux #12	 Units	Aux #13	 Units	Aux #14	 Units	Aux #15	 Units	Aux #16	 Units	VAR1	VAR2	VAR3	VAR4	VAR5	VAR6	VAR7	VAR8	VAR9	VAR10	VAR11	VAR12	VAR13	VAR14	VAR15	
3798	0	12	  1d 05:34:43.8300018310547	  0d 01:15:56.4300003051758	3.16420	11.18309	2.49996	3.23239	D	1	12/12/2020 17:57:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3799	0	12	  1d 05:35:13.8299999237061	  0d 01:16:26.4300003051758	3.18503	11.25039	2.50004	3.22866	D	1	12/12/2020 17:57:31	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3800	0	12	  1d 05:35:43.8300018310547	  0d 01:16:56.4300003051758	3.20587	11.31762	2.50004	3.22530	D	1	12/12/2020 17:58:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3801	0	12	  1d 05:36:13.8299999237061	  0d 01:17:26.4300003051758	3.22670	11.38478	2.49996	3.22171	D	1	12/12/2020 17:58:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.31079	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3802	0	12	  1d 05:36:43.8300018310547	  0d 01:17:56.4300003051758	3.24753	11.45186	2.50004	3.21805	D	1	12/12/2020 17:59:01	0.00000	0.00000	-2501.84326	 C  	-2526.01880	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3803	0	12	  1d 05:37:13.8299999237061	  0d 01:18:26.4300003051758	3.26837	11.51887	2.50004	3.21447	D	1	12/12/2020 17:59:31	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.17676	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3804	0	12	  1d 05:37:43.8300018310547	  0d 01:18:56.4300003051758	3.28920	11.58580	2.50004	3.21080	D	1	12/12/2020 18:00:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3805	0	12	  1d 05:38:13.8299999237061	  0d 01:19:26.4300003051758	3.31003	11.65265	2.50004	3.20714	D	1	12/12/2020 18:00:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3806	0	12	  1d 05:38:43.8300018310547	  0d 01:19:56.4300003051758	3.33087	11.71942	2.50004	3.20325	D	1	12/12/2020 18:01:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3807	0	12	  1d 05:39:13.8299999237061	  0d 01:20:26.4300003051758	3.35170	11.78612	2.50004	3.19944	D	1	12/12/2020 18:01:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.66528	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3808	0	12	  1d 05:39:43.8300018310547	  0d 01:20:56.4300003051758	3.37253	11.85274	2.49996	3.19554	D	1	12/12/2020 18:02:01	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3809	0	12	  1d 05:40:13.8299999237061	  0d 01:21:26.4300003051758	3.39337	11.91927	2.50011	3.19165	D	1	12/12/2020 18:02:31	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2534.09424	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.67676	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3810	0	12	  1d 05:40:43.8300018310547	  0d 01:21:56.4300003051758	3.41420	11.98572	2.50004	3.18776	D	1	12/12/2020 18:03:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2523.10278	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.62988	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3811	0	12	  1d 05:41:13.8299999237061	  0d 01:22:26.4300003051758	3.43504	12.05209	2.50004	3.18372	D	1	12/12/2020 18:03:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3812	0	12	  1d 05:41:43.8300018310547	  0d 01:22:56.4300003051758	3.45587	12.11838	2.50004	3.17967	D	1	12/12/2020 18:04:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2523.10278	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3813	0	12	  1d 05:42:13.8299999237061	  0d 01:23:26.4300003051758	3.47670	12.18458	2.49996	3.17533	D	1	12/12/2020 18:04:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.17676	 C  	-2514.62988	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3814	0	12	  1d 05:42:43.8300018310547	  0d 01:23:56.4300003051758	3.49754	12.25069	2.49996	3.17105	D	1	12/12/2020 18:05:01	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3815	0	12	  1d 05:43:13.8299999237061	  0d 01:24:26.4300003051758	3.51837	12.31670	2.50004	3.16670	D	1	12/12/2020 18:05:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3816	0	12	  1d 05:43:43.8300018310547	  0d 01:24:56.4300003051758	3.53920	12.38263	2.50004	3.16236	D	1	12/12/2020 18:06:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2523.10278	 C  	-2526.92529	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3817	0	12	  1d 05:44:13.8299999237061	  0d 01:25:26.4300003051758	3.56004	12.44847	2.50004	3.15770	D	1	12/12/2020 18:06:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3818	0	12	  1d 05:44:43.8300018310547	  0d 01:25:56.4300003051758	3.58087	12.51421	2.50004	3.15312	D	1	12/12/2020 18:07:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3819	0	12	  1d 05:45:13.8299999237061	  0d 01:26:26.4300003051758	3.60170	12.57985	2.49996	3.14847	D	1	12/12/2020 18:07:31	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3820	0	12	  1d 05:45:43.8300018310547	  0d 01:26:56.4300003051758	3.62254	12.64539	2.50004	3.14359	D	1	12/12/2020 18:08:01	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3821	0	12	  1d 05:46:13.8299999237061	  0d 01:27:26.4300003051758	3.64337	12.71083	2.50004	3.13863	D	1	12/12/2020 18:08:31	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3822	0	12	  1d 05:46:43.2200012207031	  0d 01:27:55.8199996948242	3.66378	12.77484	2.50004	3.13359	D	5	12/12/2020 18:09:00	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.30713	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3823	0	12	  1d 05:47:12.710000038147	  0d 01:28:25.3099994659424	3.68426	12.83897	2.49996	3.12840	D	5	12/12/2020 18:09:30	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3824	0	12	  1d 05:47:41.3899993896484	  0d 01:28:53.9900016784668	3.70417	12.90123	2.49996	3.12337	D	5	12/12/2020 18:09:58	0.00000	0.00000	-2501.84326	 C  	-2526.27856	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3825	0	12	  1d 05:48:8.80000019073486	  0d 01:29:21.3999996185303	3.72321	12.96063	2.49996	3.11833	D	5	12/12/2020 18:10:26	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3826	0	12	  1d 05:48:35.4099998474121	  0d 01:29:48.0099983215332	3.74169	13.01821	2.50004	3.11330	D	5	12/12/2020 18:10:52	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.60522	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3827	0	12	  1d 05:49:1.13999998569489	  0d 01:30:13.7399997711182	3.75956	13.07380	2.50011	3.10826	D	5	12/12/2020 18:11:18	0.00000	0.00000	-2501.71411	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.62988	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3828	0	12	  1d 05:49:25.9599990844727	  0d 01:30:38.560001373291	3.77679	13.12733	2.50011	3.10323	D	5	12/12/2020 18:11:43	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.57520	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3829	0	12	  1d 05:49:49.7999992370605	  0d 01:31:2.40000009536743	3.79335	13.17866	2.50004	3.09812	D	5	12/12/2020 18:12:07	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3830	0	12	  1d 05:50:13.8299999237061	  0d 01:31:26.4300003051758	3.81004	13.23032	2.50004	3.09308	D	5	12/12/2020 18:12:31	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3831	0	12	  1d 05:50:36.4199981689453	  0d 01:31:49.0200004577637	3.82572	13.27881	2.49996	3.08797	D	5	12/12/2020 18:12:53	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3832	0	12	  1d 05:50:58.4300003051758	  0d 01:32:11.0299997329712	3.84101	13.32597	2.50004	3.08293	D	5	12/12/2020 18:13:15	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2502.09155	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3833	0	12	  1d 05:51:19.5	  0d 01:32:32.0999984741211	3.85564	13.37104	2.50004	3.07782	D	5	12/12/2020 18:13:37	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3834	0	12	  1d 05:51:39.9599990844727	  0d 01:32:52.560001373291	3.86985	13.41474	2.50004	3.07279	D	5	12/12/2020 18:13:57	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3835	0	12	  1d 05:51:59.75	  0d 01:33:12.3500003814697	3.88359	13.45693	2.50004	3.06767	D	5	12/12/2020 18:14:17	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.30713	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3836	0	12	  1d 05:52:18.6700000762939	  0d 01:33:31.2700004577637	3.89673	13.49720	2.50004	3.06256	D	5	12/12/2020 18:14:36	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.66528	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.49707	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
3837	0	12	  1d 05:52:36.5900001525879	  0d 01:33:49.189998626709	3.90918	13.53529	2.49996	3.05745	D	5	12/12/2020 18:14:54	0.00000	0.00000	-2501.84326	 C  	-2526.14868	 C  	-2504.47607	 C  	-2530.44067	 C  	-2529.53540	 C  	-2501.96289	 C  	-2527.44531	 C  	-2522.97290	 C  	-2526.79541	 C  	-2496.17847	 C  	-2524.36743	 C  	-2533.96411	 C  	-2505.04785	 C  	-2514.50024	 C  	-2516.68506	 C  	-2541.54663	 C  	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	
