Today''s Date	03/28/2022 12:50:27 PM

Date of Test:	08/23/2021 6:04:18 PM

Rec#	Cyc#	Step	TestTime	StepTime	mAmp-hr	mWatt-hr	mAmps	Volts	State	ES	DPt Time	Unnamed: 12
1	0	1	  0d 00:00:00.00	  0d 00:00:00.00	0.0	0.0	0.0	1853.8186	R	0	08/23/2021 6:04:18 PM	
2	0	1	  0d 00:01:00.00	  0d 00:01:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:05:18 PM	
3	0	1	  0d 00:02:00.00	  0d 00:02:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:06:18 PM	
4	0	1	  0d 00:03:00.00	  0d 00:03:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:07:18 PM	
5	0	1	  0d 00:04:00.00	  0d 00:04:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:08:18 PM	
6	0	1	  0d 00:05:00.00	  0d 00:05:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:09:18 PM	
7	0	1	  0d 00:06:00.00	  0d 00:06:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:10:18 PM	
8	0	1	  0d 00:07:00.00	  0d 00:07:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:11:18 PM	
9	0	1	  0d 00:08:00.00	  0d 00:08:00.00	0.0	0.0	0.0	1852.903	R	1	08/23/2021 6:12:18 PM	
10	0	1	  0d 00:09:00.00	  0d 00:09:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:13:18 PM	
11	0	1	  0d 00:10:00.00	  0d 00:10:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:14:18 PM	
12	0	1	  0d 00:11:00.00	  0d 00:11:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:15:18 PM	
13	0	1	  0d 00:12:00.00	  0d 00:12:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:16:18 PM	
14	0	1	  0d 00:13:00.00	  0d 00:13:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:17:18 PM	
15	0	1	  0d 00:14:00.00	  0d 00:14:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:18:18 PM	
16	0	1	  0d 00:15:00.00	  0d 00:15:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:19:18 PM	
17	0	1	  0d 00:16:00.00	  0d 00:16:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:20:18 PM	
18	0	1	  0d 00:17:00.00	  0d 00:17:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:21:18 PM	
19	0	1	  0d 00:18:00.00	  0d 00:18:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:22:18 PM	
20	0	1	  0d 00:19:00.00	  0d 00:19:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:23:18 PM	
21	0	1	  0d 00:20:00.00	  0d 00:20:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:24:18 PM	
22	0	1	  0d 00:21:00.00	  0d 00:21:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:25:18 PM	
23	0	1	  0d 00:22:00.00	  0d 00:22:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:26:18 PM	
24	0	1	  0d 00:23:00.00	  0d 00:23:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:27:18 PM	
25	0	1	  0d 00:24:00.00	  0d 00:24:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:28:18 PM	
26	0	1	  0d 00:25:00.00	  0d 00:25:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:29:18 PM	
27	0	1	  0d 00:26:00.00	  0d 00:26:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:30:18 PM	
28	0	1	  0d 00:27:00.00	  0d 00:27:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:31:18 PM	
29	0	1	  0d 00:28:00.00	  0d 00:28:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:32:18 PM	
30	0	1	  0d 00:29:00.00	  0d 00:29:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:33:18 PM	
31	0	1	  0d 00:30:00.00	  0d 00:30:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:34:18 PM	
32	0	1	  0d 00:31:00.00	  0d 00:31:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:35:18 PM	
33	0	1	  0d 00:32:00.00	  0d 00:32:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:36:18 PM	
34	0	1	  0d 00:33:00.00	  0d 00:33:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:37:18 PM	
35	0	1	  0d 00:34:00.00	  0d 00:34:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:38:18 PM	
36	0	1	  0d 00:35:00.00	  0d 00:35:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:39:18 PM	
37	0	1	  0d 00:36:00.00	  0d 00:36:00.00	0.0	0.0	0.0	1853.0556	R	1	08/23/2021 6:40:18 PM	
38	0	1	  0d 00:37:00.00	  0d 00:37:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:41:18 PM	
39	0	1	  0d 00:38:00.00	  0d 00:38:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:42:18 PM	
40	0	1	  0d 00:39:00.00	  0d 00:39:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:43:18 PM	
41	0	1	  0d 00:40:00.00	  0d 00:40:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:44:18 PM	
42	0	1	  0d 00:41:00.00	  0d 00:41:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 6:45:18 PM	
43	0	1	  0d 00:42:00.00	  0d 00:42:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:46:18 PM	
44	0	1	  0d 00:43:00.00	  0d 00:43:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:47:18 PM	
45	0	1	  0d 00:44:00.00	  0d 00:44:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:48:18 PM	
46	0	1	  0d 00:45:00.00	  0d 00:45:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:49:18 PM	
47	0	1	  0d 00:46:00.00	  0d 00:46:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:50:18 PM	
48	0	1	  0d 00:47:00.00	  0d 00:47:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:51:18 PM	
49	0	1	  0d 00:48:00.00	  0d 00:48:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:52:18 PM	
50	0	1	  0d 00:49:00.00	  0d 00:49:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:53:18 PM	
51	0	1	  0d 00:50:00.00	  0d 00:50:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:54:18 PM	
52	0	1	  0d 00:51:00.00	  0d 00:51:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:55:18 PM	
53	0	1	  0d 00:52:00.00	  0d 00:52:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 6:56:18 PM	
54	0	1	  0d 00:53:00.00	  0d 00:53:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:57:18 PM	
55	0	1	  0d 00:54:00.00	  0d 00:54:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 6:58:18 PM	
56	0	1	  0d 00:55:00.00	  0d 00:55:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 6:59:18 PM	
57	0	1	  0d 00:56:00.00	  0d 00:56:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:00:18 PM	
58	0	1	  0d 00:57:00.00	  0d 00:57:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:01:18 PM	
59	0	1	  0d 00:58:00.00	  0d 00:58:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:02:18 PM	
60	0	1	  0d 00:59:00.00	  0d 00:59:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:03:18 PM	
61	0	1	  0d 01:00:00.00	  0d 01:00:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:04:18 PM	
62	0	1	  0d 01:01:00.00	  0d 01:01:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:05:18 PM	
63	0	1	  0d 01:02:00.00	  0d 01:02:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:06:18 PM	
64	0	1	  0d 01:03:00.00	  0d 01:03:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:07:18 PM	
65	0	1	  0d 01:04:00.00	  0d 01:04:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:08:18 PM	
66	0	1	  0d 01:05:00.00	  0d 01:05:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:09:18 PM	
67	0	1	  0d 01:06:00.00	  0d 01:06:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:10:18 PM	
68	0	1	  0d 01:07:00.00	  0d 01:07:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:11:18 PM	
69	0	1	  0d 01:08:00.00	  0d 01:08:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:12:18 PM	
70	0	1	  0d 01:09:00.00	  0d 01:09:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:13:18 PM	
71	0	1	  0d 01:10:00.00	  0d 01:10:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:14:18 PM	
72	0	1	  0d 01:11:00.00	  0d 01:11:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:15:18 PM	
73	0	1	  0d 01:12:00.00	  0d 01:12:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:16:18 PM	
74	0	1	  0d 01:13:00.00	  0d 01:13:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:17:18 PM	
75	0	1	  0d 01:14:00.00	  0d 01:14:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:18:18 PM	
76	0	1	  0d 01:15:00.00	  0d 01:15:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:19:18 PM	
77	0	1	  0d 01:16:00.00	  0d 01:16:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:20:18 PM	
78	0	1	  0d 01:17:00.00	  0d 01:17:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:21:18 PM	
79	0	1	  0d 01:18:00.00	  0d 01:18:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:22:18 PM	
80	0	1	  0d 01:19:00.00	  0d 01:19:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:23:18 PM	
81	0	1	  0d 01:20:00.00	  0d 01:20:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:24:18 PM	
82	0	1	  0d 01:21:00.00	  0d 01:21:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:25:18 PM	
83	0	1	  0d 01:22:00.00	  0d 01:22:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:26:18 PM	
84	0	1	  0d 01:23:00.00	  0d 01:23:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:27:18 PM	
85	0	1	  0d 01:24:00.00	  0d 01:24:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:28:18 PM	
86	0	1	  0d 01:25:00.00	  0d 01:25:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:29:18 PM	
87	0	1	  0d 01:26:00.00	  0d 01:26:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:30:18 PM	
88	0	1	  0d 01:27:00.00	  0d 01:27:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:31:18 PM	
89	0	1	  0d 01:28:00.00	  0d 01:28:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:32:18 PM	
90	0	1	  0d 01:29:00.00	  0d 01:29:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:33:18 PM	
91	0	1	  0d 01:30:00.00	  0d 01:30:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:34:18 PM	
92	0	1	  0d 01:31:00.00	  0d 01:31:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:35:18 PM	
93	0	1	  0d 01:32:00.00	  0d 01:32:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:36:18 PM	
94	0	1	  0d 01:33:00.00	  0d 01:33:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:37:18 PM	
95	0	1	  0d 01:34:00.00	  0d 01:34:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:38:18 PM	
96	0	1	  0d 01:35:00.00	  0d 01:35:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:39:18 PM	
97	0	1	  0d 01:36:00.00	  0d 01:36:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:40:18 PM	
98	0	1	  0d 01:37:00.00	  0d 01:37:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:41:18 PM	
99	0	1	  0d 01:38:00.00	  0d 01:38:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:42:18 PM	
100	0	1	  0d 01:39:00.00	  0d 01:39:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:43:18 PM	
101	0	1	  0d 01:40:00.00	  0d 01:40:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:44:18 PM	
102	0	1	  0d 01:41:00.00	  0d 01:41:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:45:18 PM	
103	0	1	  0d 01:42:00.00	  0d 01:42:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:46:18 PM	
104	0	1	  0d 01:43:00.00	  0d 01:43:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:47:18 PM	
105	0	1	  0d 01:44:00.00	  0d 01:44:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:48:18 PM	
106	0	1	  0d 01:45:00.00	  0d 01:45:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:49:18 PM	
107	0	1	  0d 01:46:00.00	  0d 01:46:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:50:18 PM	
108	0	1	  0d 01:47:00.00	  0d 01:47:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:51:18 PM	
109	0	1	  0d 01:48:00.00	  0d 01:48:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:52:18 PM	
110	0	1	  0d 01:49:00.00	  0d 01:49:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:53:18 PM	
111	0	1	  0d 01:50:00.00	  0d 01:50:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:54:18 PM	
112	0	1	  0d 01:51:00.00	  0d 01:51:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 7:55:18 PM	
113	0	1	  0d 01:52:00.00	  0d 01:52:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:56:18 PM	
114	0	1	  0d 01:53:00.00	  0d 01:53:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 7:57:18 PM	
115	0	1	  0d 01:54:00.00	  0d 01:54:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:58:18 PM	
116	0	1	  0d 01:55:00.00	  0d 01:55:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 7:59:18 PM	
117	0	1	  0d 01:56:00.00	  0d 01:56:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:00:18 PM	
118	0	1	  0d 01:57:00.00	  0d 01:57:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:01:18 PM	
119	0	1	  0d 01:58:00.00	  0d 01:58:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:02:18 PM	
120	0	1	  0d 01:59:00.00	  0d 01:59:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 8:03:18 PM	
121	0	1	  0d 02:00:00.00	  0d 02:00:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:04:18 PM	
122	0	1	  0d 02:01:00.00	  0d 02:01:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:05:18 PM	
123	0	1	  0d 02:02:00.00	  0d 02:02:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:06:18 PM	
124	0	1	  0d 02:03:00.00	  0d 02:03:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:07:18 PM	
125	0	1	  0d 02:04:00.00	  0d 02:04:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:08:18 PM	
126	0	1	  0d 02:05:00.00	  0d 02:05:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:09:18 PM	
127	0	1	  0d 02:06:00.00	  0d 02:06:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:10:18 PM	
128	0	1	  0d 02:07:00.00	  0d 02:07:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:11:18 PM	
129	0	1	  0d 02:08:00.00	  0d 02:08:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:12:18 PM	
130	0	1	  0d 02:09:00.00	  0d 02:09:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:13:18 PM	
131	0	1	  0d 02:10:00.00	  0d 02:10:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:14:18 PM	
132	0	1	  0d 02:11:00.00	  0d 02:11:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:15:18 PM	
133	0	1	  0d 02:12:00.00	  0d 02:12:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:16:18 PM	
134	0	1	  0d 02:13:00.00	  0d 02:13:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:17:18 PM	
135	0	1	  0d 02:14:00.00	  0d 02:14:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:18:18 PM	
136	0	1	  0d 02:15:00.00	  0d 02:15:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:19:18 PM	
137	0	1	  0d 02:16:00.00	  0d 02:16:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:20:18 PM	
138	0	1	  0d 02:17:00.00	  0d 02:17:00.00	0.0	0.0	0.0	1853.2082	R	1	08/23/2021 8:21:18 PM	
139	0	1	  0d 02:18:00.00	  0d 02:18:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:22:18 PM	
140	0	1	  0d 02:19:00.00	  0d 02:19:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:23:18 PM	
141	0	1	  0d 02:20:00.00	  0d 02:20:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:24:18 PM	
142	0	1	  0d 02:21:00.00	  0d 02:21:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:25:18 PM	
143	0	1	  0d 02:22:00.00	  0d 02:22:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:26:18 PM	
144	0	1	  0d 02:23:00.00	  0d 02:23:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:27:18 PM	
145	0	1	  0d 02:24:00.00	  0d 02:24:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:28:18 PM	
146	0	1	  0d 02:25:00.00	  0d 02:25:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:29:18 PM	
147	0	1	  0d 02:26:00.00	  0d 02:26:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:30:18 PM	
148	0	1	  0d 02:27:00.00	  0d 02:27:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:31:18 PM	
149	0	1	  0d 02:28:00.00	  0d 02:28:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:32:18 PM	
150	0	1	  0d 02:29:00.00	  0d 02:29:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:33:18 PM	
151	0	1	  0d 02:30:00.00	  0d 02:30:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:34:18 PM	
152	0	1	  0d 02:31:00.00	  0d 02:31:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:35:18 PM	
153	0	1	  0d 02:32:00.00	  0d 02:32:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:36:18 PM	
154	0	1	  0d 02:33:00.00	  0d 02:33:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:37:18 PM	
155	0	1	  0d 02:34:00.00	  0d 02:34:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:38:18 PM	
156	0	1	  0d 02:35:00.00	  0d 02:35:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:39:18 PM	
157	0	1	  0d 02:36:00.00	  0d 02:36:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:40:18 PM	
158	0	1	  0d 02:37:00.00	  0d 02:37:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:41:18 PM	
159	0	1	  0d 02:38:00.00	  0d 02:38:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:42:18 PM	
160	0	1	  0d 02:39:00.00	  0d 02:39:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:43:18 PM	
161	0	1	  0d 02:40:00.00	  0d 02:40:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:44:18 PM	
162	0	1	  0d 02:41:00.00	  0d 02:41:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:45:18 PM	
163	0	1	  0d 02:42:00.00	  0d 02:42:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:46:18 PM	
164	0	1	  0d 02:43:00.00	  0d 02:43:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:47:18 PM	
165	0	1	  0d 02:44:00.00	  0d 02:44:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:48:18 PM	
166	0	1	  0d 02:45:00.00	  0d 02:45:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:49:18 PM	
167	0	1	  0d 02:46:00.00	  0d 02:46:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:50:18 PM	
168	0	1	  0d 02:47:00.00	  0d 02:47:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:51:18 PM	
169	0	1	  0d 02:48:00.00	  0d 02:48:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:52:18 PM	
170	0	1	  0d 02:49:00.00	  0d 02:49:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:53:18 PM	
171	0	1	  0d 02:50:00.00	  0d 02:50:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:54:18 PM	
172	0	1	  0d 02:51:00.00	  0d 02:51:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:55:18 PM	
173	0	1	  0d 02:52:00.00	  0d 02:52:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:56:18 PM	
174	0	1	  0d 02:53:00.00	  0d 02:53:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:57:18 PM	
175	0	1	  0d 02:54:00.00	  0d 02:54:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 8:58:18 PM	
176	0	1	  0d 02:55:00.00	  0d 02:55:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 8:59:18 PM	
177	0	1	  0d 02:56:00.00	  0d 02:56:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:00:18 PM	
178	0	1	  0d 02:57:00.00	  0d 02:57:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:01:18 PM	
179	0	1	  0d 02:58:00.00	  0d 02:58:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:02:18 PM	
180	0	1	  0d 02:59:00.00	  0d 02:59:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:03:18 PM	
181	0	1	  0d 03:00:00.00	  0d 03:00:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:04:18 PM	
182	0	1	  0d 03:01:00.00	  0d 03:01:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:05:18 PM	
183	0	1	  0d 03:02:00.00	  0d 03:02:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:06:18 PM	
184	0	1	  0d 03:03:00.00	  0d 03:03:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:07:18 PM	
185	0	1	  0d 03:04:00.00	  0d 03:04:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:08:18 PM	
186	0	1	  0d 03:05:00.00	  0d 03:05:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:09:18 PM	
187	0	1	  0d 03:06:00.00	  0d 03:06:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:10:18 PM	
188	0	1	  0d 03:07:00.00	  0d 03:07:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:11:18 PM	
189	0	1	  0d 03:08:00.00	  0d 03:08:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:12:18 PM	
190	0	1	  0d 03:09:00.00	  0d 03:09:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:13:18 PM	
191	0	1	  0d 03:10:00.00	  0d 03:10:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:14:18 PM	
192	0	1	  0d 03:11:00.00	  0d 03:11:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:15:18 PM	
193	0	1	  0d 03:12:00.00	  0d 03:12:00.00	0.0	0.0	0.0	1853.666	R	1	08/23/2021 9:16:18 PM	
194	0	1	  0d 03:13:00.00	  0d 03:13:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:17:18 PM	
195	0	1	  0d 03:14:00.00	  0d 03:14:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:18:18 PM	
196	0	1	  0d 03:15:00.00	  0d 03:15:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:19:18 PM	
197	0	1	  0d 03:16:00.00	  0d 03:16:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:20:18 PM	
198	0	1	  0d 03:17:00.00	  0d 03:17:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:21:18 PM	
199	0	1	  0d 03:18:00.00	  0d 03:18:00.00	0.0	0.0	0.0	1853.3608	R	1	08/23/2021 9:22:18 PM	
200	0	1	  0d 03:19:00.00	  0d 03:19:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:23:18 PM	
201	0	1	  0d 03:20:00.00	  0d 03:20:00.00	0.0	0.0	0.0	1853.5134	R	1	08/23/2021 9:24:18 PM	
