Today''s Date	03/28/2022 12:50:27 PM

Date of Test:	08/23/2021 6:04:18 PM

Rec#	Cyc#	Step	TestTime	StepTime	mAmp-hr	mWatt-hr	mAmps	Volts	State	ES	DPt Time	Unnamed: 12
586	0	6	  0d 11:57:54.00	  0d 00:52:42.30	787.0443	2272.8625	-895.9335	1948.5771	D	5	08/24/2021 6:02:13 AM	
587	0	6	  0d 11:58:16.56	  0d 00:53:04.86	792.6591	2283.7192	-895.9335	1918.3642	D	5	08/24/2021 6:02:36 AM	
588	0	6	  0d 11:58:37.95	  0d 00:53:26.25	797.9827	2293.8529	-895.9335	1888.1514	D	5	08/24/2021 6:02:57 AM	
589	0	6	  0d 11:58:58.53	  0d 00:53:46.83	803.1048	2303.4481	-896.0098	1857.6333	D	5	08/24/2021 6:03:18 AM	
590	0	6	  0d 11:59:17.90	  0d 00:54:06.20	807.9256	2312.3325	-895.9335	1827.4205	D	5	08/24/2021 6:03:37 AM	
591	0	6	  0d 11:59:35.90	  0d 00:54:24.20	812.4056	2320.4528	-896.0098	1797.2076	D	5	08/24/2021 6:03:55 AM	
592	0	6	  0d 11:59:52.89	  0d 00:54:41.19	816.6341	2327.9893	-896.0861	1766.8421	D	5	08/24/2021 6:04:12 AM	
593	0	6	  0d 12:00:08.42	  0d 00:54:56.72	820.4993	2334.761	-896.0861	1736.6293	D	5	08/24/2021 6:04:28 AM	
594	0	6	  0d 12:00:22.89	  0d 00:55:11.19	824.1006	2340.962	-895.9335	1706.4164	D	5	08/24/2021 6:04:42 AM	
595	0	6	  0d 12:00:36.23	  0d 00:55:24.53	827.4207	2346.5782	-895.9335	1676.2036	D	5	08/24/2021 6:04:55 AM	
596	0	6	  0d 12:00:48.44	  0d 00:55:36.74	830.4596	2351.6266	-896.0098	1645.9907	D	5	08/24/2021 6:05:08 AM	
597	0	6	  0d 12:00:59.61	  0d 00:55:47.91	833.2396	2356.1609	-895.8572	1615.6252	D	5	08/24/2021 6:05:19 AM	
598	0	6	  0d 12:01:09.82	  0d 00:55:58.12	835.7807	2360.2286	-896.0861	1585.565	D	5	08/24/2021 6:05:29 AM	
599	0	6	  0d 12:01:18.98	  0d 00:56:07.28	838.0605	2363.8091	-896.0861	1555.5047	D	5	08/24/2021 6:05:38 AM	
600	0	6	  0d 12:01:27.40	  0d 00:56:15.70	840.1561	2367.0374	-895.8572	1525.1392	D	5	08/24/2021 6:05:47 AM	
601	0	6	  0d 12:01:35.05	  0d 00:56:23.35	842.06	2369.9128	-896.0098	1494.9264	D	5	08/24/2021 6:05:54 AM	
602	0	6	  0d 12:01:42.02	  0d 00:56:30.32	843.7948	2372.48	-896.0098	1464.7135	D	5	08/24/2021 6:06:01 AM	
603	0	6	  0d 12:01:48.37	  0d 00:56:36.67	845.3752	2374.7711	-895.8572	1434.3481	D	5	08/24/2021 6:06:08 AM	
604	0	6	  0d 12:01:54.16	  0d 00:56:42.46	846.8162	2376.8163	-895.7809	1403.9826	D	5	08/24/2021 6:06:13 AM	
605	0	6	  0d 12:01:59.52	  0d 00:56:47.82	848.1502	2378.6691	-895.7809	1373.312	D	5	08/24/2021 6:06:19 AM	
606	0	6	  0d 12:02:04.44	  0d 00:56:52.74	849.3747	2380.3322	-896.0098	1342.9465	D	5	08/24/2021 6:06:24 AM	
607	0	6	  0d 12:02:08.96	  0d 00:56:57.26	850.4997	2381.8257	-895.9335	1312.2759	D	5	08/24/2021 6:06:28 AM	
608	0	6	  0d 12:02:10.68	  0d 00:56:58.98	850.9278	2382.3848	-895.8572	1300.0687	D	133	08/24/2021 6:06:30 AM	
609	1	4	  0d 12:02:10.72	  0d 00:00:00.04	0.0013	0.0021	181.2009	1651.3313	C	0	08/24/2021 6:06:30 AM	
610	1	4	  0d 12:02:10.91	  0d 00:00:00.23	0.0107	0.0181	179.2935	1704.5853	C	5	08/24/2021 6:06:31 AM	
611	1	4	  0d 12:02:11.15	  0d 00:00:00.47	0.0227	0.0387	179.1409	1748.2261	C	5	08/24/2021 6:06:31 AM	
612	1	4	  0d 12:02:11.50	  0d 00:00:00.82	0.0401	0.0696	179.1409	1785.7633	C	5	08/24/2021 6:06:31 AM	
613	1	4	  0d 12:02:12.10	  0d 00:00:01.42	0.07	0.1235	179.0646	1819.4858	C	5	08/24/2021 6:06:32 AM	
614	1	4	  0d 12:02:13.44	  0d 00:00:02.76	0.1367	0.2461	179.2172	1850.9194	C	5	08/24/2021 6:06:33 AM	
615	1	4	  0d 12:02:17.03	  0d 00:00:06.35	0.3154	0.5801	179.0646	1881.4374	C	5	08/24/2021 6:06:37 AM	
616	1	4	  0d 12:02:25.74	  0d 00:00:15.06	0.7489	1.4032	179.1409	1911.6503	C	5	08/24/2021 6:06:45 AM	
617	1	4	  0d 12:02:42.74	  0d 00:00:32.06	1.5951	3.0349	179.3698	1941.7105	C	5	08/24/2021 6:07:02 AM	
618	1	4	  0d 12:03:11.82	  0d 00:01:01.14	3.0425	5.8691	179.2172	1971.7708	C	5	08/24/2021 6:07:31 AM	
619	1	4	  0d 12:03:55.98	  0d 00:01:45.30	5.2406	10.2386	179.1409	2001.9837	C	5	08/24/2021 6:08:16 AM	
620	1	4	  0d 12:04:56.30	  0d 00:02:45.62	8.243	16.2966	179.1409	2032.0439	C	5	08/24/2021 6:09:16 AM	
621	1	4	  0d 12:06:14.63	  0d 00:04:03.95	12.1418	24.2801	179.1409	2062.2568	C	5	08/24/2021 6:10:34 AM	
622	1	4	  0d 12:07:47.74	  0d 00:05:37.06	16.7763	33.9093	179.1409	2092.4697	C	5	08/24/2021 6:12:07 AM	
623	1	4	  0d 12:09:35.77	  0d 00:07:25.09	22.1535	45.2432	179.2172	2122.5299	C	5	08/24/2021 6:13:55 AM	
624	1	4	  0d 12:11:34.65	  0d 00:09:23.97	28.0707	57.8932	179.1409	2152.5902	C	5	08/24/2021 6:15:54 AM	
625	1	4	  0d 12:13:34.65	  0d 00:11:23.97	34.0436	70.8359	179.1409	2180.6668	C	1	08/24/2021 6:17:54 AM	
626	1	4	  0d 12:15:34.65	  0d 00:13:23.97	40.0166	83.9413	179.2172	2207.0649	C	1	08/24/2021 6:19:54 AM	
627	1	4	  0d 12:17:34.65	  0d 00:15:23.97	45.9895	97.2005	179.1409	2232.3949	C	1	08/24/2021 6:21:54 AM	
628	1	4	  0d 12:19:34.65	  0d 00:17:23.97	51.9625	110.6076	179.1409	2256.6567	C	1	08/24/2021 6:23:54 AM	
629	1	4	  0d 12:21:34.65	  0d 00:19:23.97	57.9354	124.1568	179.1409	2280.0031	C	1	08/24/2021 6:25:54 AM	
630	1	4	  0d 12:23:34.65	  0d 00:21:23.97	63.9084	137.8429	179.1409	2302.4338	C	1	08/24/2021 6:27:54 AM	
631	1	4	  0d 12:25:34.65	  0d 00:23:23.97	69.8813	151.662	179.2935	2324.5594	C	1	08/24/2021 6:29:54 AM	
632	1	4	  0d 12:27:34.65	  0d 00:25:23.97	75.8543	165.6107	179.2172	2345.922	C	1	08/24/2021 6:31:54 AM	
633	1	4	  0d 12:29:34.65	  0d 00:27:23.97	81.8272	179.6852	179.2935	2366.6743	C	1	08/24/2021 6:33:54 AM	
634	1	4	  0d 12:31:34.65	  0d 00:29:23.97	87.8002	193.8822	179.2935	2386.9688	C	1	08/24/2021 6:35:54 AM	
635	1	4	  0d 12:33:34.65	  0d 00:31:23.97	93.7731	208.1991	179.1409	2406.9581	C	1	08/24/2021 6:37:54 AM	
636	1	4	  0d 12:35:34.65	  0d 00:33:23.97	99.7461	222.6336	179.0646	2426.4897	C	1	08/24/2021 6:39:54 AM	
637	1	4	  0d 12:37:34.65	  0d 00:35:23.97	105.7191	237.1827	179.3698	2445.2583	C	1	08/24/2021 6:41:54 AM	
638	1	4	  0d 12:39:34.65	  0d 00:37:23.97	111.692	251.8438	179.0646	2463.7217	C	1	08/24/2021 6:43:54 AM	
639	1	4	  0d 12:41:34.65	  0d 00:39:23.97	117.665	266.615	179.1409	2482.1851	C	1	08/24/2021 6:45:54 AM	
640	1	4	  0d 12:43:34.65	  0d 00:41:23.97	123.6379	281.4945	179.2172	2500.0381	C	1	08/24/2021 6:47:54 AM	
641	1	4	  0d 12:45:34.65	  0d 00:43:23.97	129.6109	296.48	179.1409	2517.586	C	1	08/24/2021 6:49:54 AM	
642	1	4	  0d 12:47:34.65	  0d 00:45:23.97	135.5838	311.5696	179.2172	2534.8287	C	1	08/24/2021 6:51:54 AM	
643	1	4	  0d 12:49:34.65	  0d 00:47:23.97	141.5568	326.7613	179.2172	2551.9188	C	1	08/24/2021 6:53:54 AM	
644	1	4	  0d 12:51:34.65	  0d 00:49:23.97	147.5297	342.0534	179.1409	2568.5512	C	1	08/24/2021 6:55:54 AM	
645	1	4	  0d 12:53:34.65	  0d 00:51:23.97	153.5027	357.4445	179.1409	2584.8783	C	1	08/24/2021 6:57:54 AM	
646	1	4	  0d 12:55:34.65	  0d 00:53:23.97	159.4757	372.9325	179.2935	2600.9003	C	1	08/24/2021 6:59:54 AM	
647	1	4	  0d 12:57:34.65	  0d 00:55:23.97	165.4486	388.5155	179.0646	2616.7697	C	1	08/24/2021 7:01:54 AM	
648	1	4	  0d 12:59:34.65	  0d 00:57:23.97	171.4216	404.192	179.3698	2632.3339	C	1	08/24/2021 7:03:54 AM	
649	1	4	  0d 13:01:34.65	  0d 00:59:23.97	177.3945	419.9606	179.2935	2647.4403	C	1	08/24/2021 7:05:54 AM	
650	1	4	  0d 13:03:34.65	  0d 01:01:23.97	183.3675	435.8202	179.1409	2662.6993	C	1	08/24/2021 7:07:54 AM	
651	1	4	  0d 13:05:34.65	  0d 01:03:23.97	189.3404	451.7687	179.1409	2677.348	C	1	08/24/2021 7:09:54 AM	
652	1	4	  0d 13:07:34.65	  0d 01:05:23.97	195.3134	467.8048	179.1409	2691.9966	C	1	08/24/2021 7:11:54 AM	
653	1	4	  0d 13:09:34.65	  0d 01:07:23.97	201.2863	483.9271	179.1409	2706.1875	C	1	08/24/2021 7:13:54 AM	
654	1	4	  0d 13:11:34.65	  0d 01:09:23.97	207.2593	500.1343	179.1409	2720.531	C	1	08/24/2021 7:15:54 AM	
655	1	4	  0d 13:13:34.65	  0d 01:11:23.97	213.2322	516.4253	179.0646	2734.5693	C	1	08/24/2021 7:17:54 AM	
656	1	4	  0d 13:15:34.65	  0d 01:13:23.97	219.2052	532.7992	178.9883	2748.3024	C	1	08/24/2021 7:19:54 AM	
657	1	4	  0d 13:17:34.65	  0d 01:15:23.97	225.1781	549.2547	179.1409	2761.5778	C	1	08/24/2021 7:21:54 AM	
658	1	4	  0d 13:19:34.65	  0d 01:17:23.97	231.1511	565.7907	179.2172	2775.0057	C	1	08/24/2021 7:23:54 AM	
659	1	4	  0d 13:21:34.65	  0d 01:19:23.97	237.124	582.4064	179.1409	2788.4337	C	1	08/24/2021 7:25:54 AM	
660	1	4	  0d 13:23:34.65	  0d 01:21:23.97	243.097	599.1015	179.2172	2801.709	C	1	08/24/2021 7:27:54 AM	
661	1	4	  0d 13:25:34.65	  0d 01:23:23.97	249.07	615.8756	179.1409	2814.9844	C	1	08/24/2021 7:29:54 AM	
662	1	4	  0d 13:27:34.65	  0d 01:25:23.97	255.0429	632.7286	179.0646	2828.1071	C	1	08/24/2021 7:31:54 AM	
663	1	4	  0d 13:29:34.65	  0d 01:27:23.97	261.0159	649.6599	178.9883	2841.0773	C	1	08/24/2021 7:33:54 AM	
664	1	4	  0d 13:31:34.65	  0d 01:29:23.97	266.9888	666.6691	179.2935	2854.2	C	1	08/24/2021 7:35:54 AM	
665	1	4	  0d 13:33:34.65	  0d 01:31:23.97	272.9618	683.7551	179.2172	2866.7124	C	1	08/24/2021 7:37:54 AM	
666	1	4	  0d 13:35:34.65	  0d 01:33:23.97	278.9347	700.9159	179.1409	2879.2248	C	1	08/24/2021 7:39:54 AM	
667	1	4	  0d 13:37:34.65	  0d 01:35:23.97	284.9077	718.1502	179.2172	2891.1269	C	1	08/24/2021 7:41:54 AM	
668	1	4	  0d 13:39:34.65	  0d 01:37:23.97	290.8806	735.4558	179.1409	2903.0289	C	1	08/24/2021 7:43:54 AM	
669	1	4	  0d 13:41:34.65	  0d 01:39:23.97	296.8536	752.8298	179.2172	2914.4732	C	1	08/24/2021 7:45:54 AM	
670	1	4	  0d 13:43:34.65	  0d 01:41:23.97	302.8265	770.2697	179.2935	2925.1545	C	1	08/24/2021 7:47:54 AM	
671	1	4	  0d 13:45:34.65	  0d 01:43:23.97	308.7995	787.7733	179.1409	2935.5306	C	1	08/24/2021 7:49:54 AM	
672	1	4	  0d 13:47:34.65	  0d 01:45:23.97	314.7725	805.3383	179.2935	2945.7542	C	1	08/24/2021 7:51:54 AM	
673	1	4	  0d 13:49:34.65	  0d 01:47:23.97	320.7454	822.9633	179.1409	2955.8251	C	1	08/24/2021 7:53:54 AM	
674	1	4	  0d 13:51:34.65	  0d 01:49:23.97	326.7184	840.6474	179.2172	2965.5909	C	1	08/24/2021 7:55:54 AM	
675	1	4	  0d 13:53:34.65	  0d 01:51:23.97	332.6913	858.3904	179.0646	2975.3567	C	1	08/24/2021 7:57:54 AM	
676	1	4	  0d 13:55:34.65	  0d 01:53:23.97	338.6643	876.193	179.2935	2985.4276	C	1	08/24/2021 7:59:54 AM	
677	1	4	  0d 13:57:34.65	  0d 01:55:23.97	344.6372	894.0555	179.0646	2995.6512	C	1	08/24/2021 8:01:54 AM	
678	1	4	  0d 13:59:34.65	  0d 01:57:23.97	350.6102	911.9794	179.2172	3006.0273	C	1	08/24/2021 8:03:54 AM	
679	1	4	  0d 14:01:34.65	  0d 01:59:23.97	356.5831	929.9666	178.912	3016.8612	C	1	08/24/2021 8:05:54 AM	
680	1	4	  0d 14:03:34.65	  0d 02:01:23.97	362.5561	948.0194	179.0646	3028.0003	C	1	08/24/2021 8:07:54 AM	
681	1	4	  0d 14:05:34.65	  0d 02:03:23.97	368.529	966.1408	179.2935	3039.7498	C	1	08/24/2021 8:09:54 AM	
682	1	4	  0d 14:07:34.65	  0d 02:05:23.97	374.502	984.3344	179.1409	3052.1096	C	1	08/24/2021 8:11:54 AM	
683	1	4	  0d 14:09:34.65	  0d 02:07:23.97	380.4749	1002.6043	179.1409	3065.3849	C	1	08/24/2021 8:13:54 AM	
684	1	4	  0d 14:11:34.65	  0d 02:09:23.97	386.4479	1020.9547	179.2172	3079.118	C	1	08/24/2021 8:15:54 AM	
685	1	4	  0d 14:13:34.65	  0d 02:11:23.97	392.4208	1039.3897	179.2172	3093.9193	C	1	08/24/2021 8:17:54 AM	
686	1	4	  0d 14:15:34.65	  0d 02:13:23.97	398.3938	1057.9127	179.2172	3108.4154	C	1	08/24/2021 8:19:54 AM	
687	1	4	  0d 14:17:34.65	  0d 02:15:23.97	404.3667	1076.5249	179.1409	3123.3692	C	1	08/24/2021 8:21:54 AM	
688	1	4	  0d 14:19:34.65	  0d 02:17:23.97	410.3397	1095.2231	179.0646	3137.1023	C	1	08/24/2021 8:23:54 AM	
689	1	4	  0d 14:21:34.65	  0d 02:19:23.97	416.3126	1113.9983	179.2172	3149.0043	C	1	08/24/2021 8:25:54 AM	
690	1	4	  0d 14:23:34.65	  0d 02:21:23.97	422.2856	1132.8377	179.1409	3158.7701	C	1	08/24/2021 8:27:54 AM	
691	1	4	  0d 14:25:34.65	  0d 02:23:23.97	428.2585	1151.7298	179.1409	3166.7048	C	1	08/24/2021 8:29:54 AM	
692	1	4	  0d 14:27:34.65	  0d 02:25:23.97	434.2315	1170.6657	179.1409	3173.4188	C	1	08/24/2021 8:31:54 AM	
693	1	4	  0d 14:29:34.65	  0d 02:27:23.97	440.2044	1189.6388	179.2935	3179.3698	C	1	08/24/2021 8:33:54 AM	
694	1	4	  0d 14:31:34.65	  0d 02:29:23.97	446.1774	1208.6447	179.2172	3184.5579	C	1	08/24/2021 8:35:54 AM	
695	1	4	  0d 14:33:34.65	  0d 02:31:23.97	452.1503	1227.6794	178.9883	3188.983	C	1	08/24/2021 8:37:54 AM	
696	1	4	  0d 14:35:34.65	  0d 02:33:23.97	458.1233	1246.7404	179.2935	3193.2555	C	1	08/24/2021 8:39:54 AM	
697	1	4	  0d 14:37:34.65	  0d 02:35:23.97	464.0962	1265.8253	179.2935	3197.0703	C	1	08/24/2021 8:41:54 AM	
698	1	4	  0d 14:39:34.65	  0d 02:37:23.97	470.0692	1284.9322	179.2935	3200.7324	C	1	08/24/2021 8:43:54 AM	
699	1	4	  0d 14:41:34.65	  0d 02:39:23.97	476.0421	1304.0594	179.2172	3203.9368	C	1	08/24/2021 8:45:54 AM	
700	1	4	  0d 14:43:34.65	  0d 02:41:23.97	482.0151	1323.2056	179.2172	3206.836	C	1	08/24/2021 8:47:54 AM	
701	1	4	  0d 14:45:34.65	  0d 02:43:23.97	487.988	1342.3695	178.912	3209.7353	C	1	08/24/2021 8:49:54 AM	
702	1	4	  0d 14:47:34.65	  0d 02:45:23.97	493.961	1361.55	179.1409	3212.4819	C	1	08/24/2021 8:51:54 AM	
703	1	4	  0d 14:49:34.65	  0d 02:47:23.97	499.934	1380.7462	179.1409	3215.0759	C	1	08/24/2021 8:53:54 AM	
704	1	4	  0d 14:51:34.65	  0d 02:49:23.97	505.9069	1399.9578	179.2935	3217.6699	C	1	08/24/2021 8:55:54 AM	
705	1	4	  0d 14:53:34.65	  0d 02:51:23.97	511.8799	1419.1837	179.3698	3220.1114	C	1	08/24/2021 8:57:54 AM	
706	1	4	  0d 14:55:34.65	  0d 02:53:23.97	517.8528	1438.4239	179.0646	3222.4002	C	1	08/24/2021 8:59:54 AM	
707	1	4	  0d 14:57:34.65	  0d 02:55:23.97	523.8258	1457.678	179.1409	3224.5365	C	1	08/24/2021 9:01:54 AM	
708	1	4	  0d 14:59:34.65	  0d 02:57:23.97	529.7987	1476.9452	179.2935	3226.6728	C	1	08/24/2021 9:03:54 AM	
709	1	4	  0d 15:01:34.65	  0d 02:59:23.97	535.7717	1496.225	179.0646	3228.809	C	1	08/24/2021 9:05:54 AM	
710	1	4	  0d 15:03:34.65	  0d 03:01:23.97	541.7447	1515.5178	179.2172	3230.9453	C	1	08/24/2021 9:07:54 AM	
711	1	4	  0d 15:05:34.65	  0d 03:03:23.97	547.7176	1534.8227	179.2935	3233.0816	C	1	08/24/2021 9:09:54 AM	
712	1	4	  0d 15:07:34.65	  0d 03:05:23.97	553.6906	1554.14	179.2935	3235.2178	C	1	08/24/2021 9:11:54 AM	
713	1	4	  0d 15:09:34.65	  0d 03:07:23.97	559.6635	1573.469	178.912	3237.0489	C	1	08/24/2021 9:13:54 AM	
714	1	4	  0d 15:11:34.65	  0d 03:09:23.97	565.6365	1592.8101	178.9883	3239.0326	C	1	08/24/2021 9:15:54 AM	
715	1	4	  0d 15:13:34.65	  0d 03:11:23.97	571.6094	1612.1631	179.2935	3241.0163	C	1	08/24/2021 9:17:54 AM	
716	1	4	  0d 15:15:34.65	  0d 03:13:23.97	577.5824	1631.5278	179.1409	3242.9999	C	1	08/24/2021 9:19:54 AM	
717	1	4	  0d 15:17:34.65	  0d 03:15:23.97	583.5553	1650.9042	179.1409	3244.9836	C	1	08/24/2021 9:21:54 AM	
718	1	4	  0d 15:19:34.65	  0d 03:17:23.97	589.5283	1670.292	179.2172	3246.9673	C	1	08/24/2021 9:23:54 AM	
719	1	4	  0d 15:21:34.65	  0d 03:19:23.97	595.5013	1689.6916	179.0646	3248.7984	C	1	08/24/2021 9:25:54 AM	
720	1	4	  0d 15:23:34.65	  0d 03:21:23.97	601.4742	1709.1025	179.1409	3250.6294	C	1	08/24/2021 9:27:54 AM	
721	1	4	  0d 15:25:34.65	  0d 03:23:23.97	607.4472	1728.5255	179.2935	3252.7657	C	1	08/24/2021 9:29:54 AM	
722	1	4	  0d 15:27:34.65	  0d 03:25:23.97	613.4202	1747.9598	179.1409	3254.7494	C	1	08/24/2021 9:31:54 AM	
723	1	4	  0d 15:29:34.65	  0d 03:27:23.97	619.3931	1767.4062	179.2172	3256.5805	C	1	08/24/2021 9:33:54 AM	
724	1	4	  0d 15:31:34.65	  0d 03:29:23.97	625.366	1786.8644	179.2935	3258.8693	C	1	08/24/2021 9:35:54 AM	
725	1	4	  0d 15:33:34.65	  0d 03:31:23.97	631.339	1806.3349	179.2935	3260.853	C	1	08/24/2021 9:37:54 AM	
726	1	4	  0d 15:35:34.65	  0d 03:33:23.97	637.3119	1825.8177	179.2172	3262.8367	C	1	08/24/2021 9:39:54 AM	
727	1	4	  0d 15:37:34.65	  0d 03:35:23.97	643.2849	1845.3131	179.2172	3265.2781	C	1	08/24/2021 9:41:54 AM	
728	1	4	  0d 15:39:34.65	  0d 03:37:23.97	649.2578	1864.822	179.2935	3267.2618	C	1	08/24/2021 9:43:54 AM	
729	1	4	  0d 15:41:34.65	  0d 03:39:23.97	655.2308	1884.3442	179.1409	3269.398	C	1	08/24/2021 9:45:54 AM	
730	1	4	  0d 15:43:34.65	  0d 03:41:23.97	661.2037	1903.8806	179.1409	3271.9921	C	1	08/24/2021 9:47:54 AM	
731	1	4	  0d 15:45:34.65	  0d 03:43:23.97	667.1767	1923.4318	179.1409	3274.4335	C	1	08/24/2021 9:49:54 AM	
732	1	4	  0d 15:47:34.65	  0d 03:45:23.97	673.1496	1942.9984	179.2172	3277.0275	C	1	08/24/2021 9:51:54 AM	
733	1	4	  0d 15:49:34.65	  0d 03:47:23.97	679.1226	1962.5811	179.1409	3280.0793	C	1	08/24/2021 9:53:54 AM	
734	1	4	  0d 15:51:34.65	  0d 03:49:23.97	685.0955	1982.1815	179.2172	3283.2837	C	1	08/24/2021 9:55:54 AM	
735	1	4	  0d 15:53:34.65	  0d 03:51:23.97	691.0685	2001.8009	178.9883	3286.183	C	1	08/24/2021 9:57:54 AM	
736	1	4	  0d 15:55:34.65	  0d 03:53:23.97	697.0414	2021.4408	179.2172	3289.8451	C	1	08/24/2021 9:59:54 AM	
737	1	4	  0d 15:57:34.65	  0d 03:55:23.97	703.0144	2041.104	179.1409	3294.1176	C	1	08/24/2021 10:01:54 AM	
738	1	4	  0d 15:59:34.65	  0d 03:57:23.97	708.9873	2060.7935	179.2172	3298.8479	C	1	08/24/2021 10:03:54 AM	
739	1	4	  0d 16:01:34.65	  0d 03:59:23.97	714.9603	2080.5136	179.2172	3304.1886	C	1	08/24/2021 10:05:54 AM	
740	1	4	  0d 16:03:34.65	  0d 04:01:23.97	720.9332	2100.2697	179.1409	3310.9026	C	1	08/24/2021 10:07:54 AM	
741	1	4	  0d 16:05:34.65	  0d 04:03:23.97	726.9062	2120.069	179.4461	3319.1424	C	1	08/24/2021 10:09:54 AM	
742	1	4	  0d 16:07:34.65	  0d 04:05:23.97	732.8791	2139.9211	179.2935	3328.4504	C	1	08/24/2021 10:11:54 AM	
743	1	4	  0d 16:09:34.65	  0d 04:07:23.97	738.8521	2159.8369	179.3698	3340.0473	C	1	08/24/2021 10:13:54 AM	
744	1	4	  0d 16:11:34.65	  0d 04:09:23.97	744.8251	2179.8293	179.2935	3354.0856	C	1	08/24/2021 10:15:54 AM	
745	1	4	  0d 16:13:34.65	  0d 04:11:23.97	750.798	2199.9117	179.2935	3370.4128	C	1	08/24/2021 10:17:54 AM	
746	1	4	  0d 16:15:34.65	  0d 04:13:23.97	756.771	2220.0983	179.2935	3389.0288	C	1	08/24/2021 10:19:54 AM	
747	1	4	  0d 16:17:34.65	  0d 04:15:23.97	762.7439	2240.4024	179.0646	3409.781	C	1	08/24/2021 10:21:54 AM	
748	1	4	  0d 16:19:34.65	  0d 04:17:23.97	768.7169	2260.8352	179.0646	3431.9066	C	1	08/24/2021 10:23:54 AM	
749	1	4	  0d 16:21:34.65	  0d 04:19:23.97	774.6898	2281.404	179.2172	3455.4055	C	1	08/24/2021 10:25:54 AM	
750	1	4	  0d 16:23:34.65	  0d 04:21:23.97	780.6628	2302.1132	179.2172	3478.7518	C	1	08/24/2021 10:27:54 AM	
751	1	4	  0d 16:25:34.65	  0d 04:23:23.97	786.6357	2322.9623	179.2172	3502.0981	C	1	08/24/2021 10:29:54 AM	
752	1	4	  0d 16:27:34.65	  0d 04:25:23.97	792.6087	2343.9474	179.2172	3524.2237	C	1	08/24/2021 10:31:54 AM	
753	1	4	  0d 16:29:34.65	  0d 04:27:23.97	798.5816	2365.0638	179.2935	3546.1967	C	1	08/24/2021 10:33:54 AM	
754	1	4	  0d 16:31:34.65	  0d 04:29:23.97	804.5546	2386.3093	179.2935	3567.7119	C	1	08/24/2021 10:35:54 AM	
755	1	4	  0d 16:33:34.65	  0d 04:31:23.97	810.5275	2407.6838	178.9883	3589.5323	C	1	08/24/2021 10:37:54 AM	
756	1	4	  0d 16:35:34.65	  0d 04:33:23.97	816.5005	2429.1913	179.2172	3612.4208	C	1	08/24/2021 10:39:54 AM	
757	1	4	  0d 16:37:34.65	  0d 04:35:23.97	822.4735	2450.8401	179.2172	3636.8353	C	1	08/24/2021 10:41:54 AM	
758	1	4	  0d 16:39:34.65	  0d 04:37:23.97	828.4464	2472.6427	179.2172	3663.8437	C	1	08/24/2021 10:43:54 AM	
759	1	4	  0d 16:41:32.08	  0d 04:39:21.40	834.2914	2494.1441	179.1409	3694.0566	C	5	08/24/2021 10:45:52 AM	
760	1	4	  0d 16:43:13.70	  0d 04:41:03.02	839.3495	2512.903	179.2935	3724.1169	C	5	08/24/2021 10:47:33 AM	
761	1	4	  0d 16:44:43.39	  0d 04:42:32.71	843.8138	2529.5947	179.2172	3754.1772	C	5	08/24/2021 10:49:03 AM	
762	1	4	  0d 16:46:09.41	  0d 04:43:58.73	848.0954	2545.7329	179.2172	3784.2374	C	5	08/24/2021 10:50:29 AM	
763	1	4	  0d 16:46:55.04	  0d 04:44:44.36	850.3666	2554.3454	179.2935	3799.9542	C	133	08/24/2021 10:51:15 AM	
764	1	5	  0d 16:46:55.07	  0d 00:00:00.03	850.3675	2554.3488	182.7268	3799.4965	C	0	08/24/2021 10:51:15 AM	
765	1	5	  0d 16:48:55.07	  0d 00:02:00.03	853.6635	2566.8781	58.7251	3801.9379	C	1	08/24/2021 10:53:15 AM	
766	1	5	  0d 16:49:48.73	  0d 00:02:53.69	854.4292	2569.789	44.7974	3801.3275	C	132	08/24/2021 10:54:08 AM	
767	1	6	  0d 16:49:48.76	  0d 00:00:00.03	0.007	0.0262	-896.849	3740.5966	D	0	08/24/2021 10:54:09 AM	
768	1	6	  0d 16:49:53.14	  0d 00:00:04.41	1.0971	4.0812	-895.9335	3710.2312	D	5	08/24/2021 10:54:13 AM	
769	1	6	  0d 16:50:03.12	  0d 00:00:14.39	3.581	13.2572	-895.8572	3680.0183	D	5	08/24/2021 10:54:23 AM	
770	1	6	  0d 16:50:15.64	  0d 00:00:26.91	6.697	24.6757	-896.0861	3649.6529	D	5	08/24/2021 10:54:36 AM	
771	1	6	  0d 16:50:30.35	  0d 00:00:41.62	10.3581	37.981	-895.9335	3619.44	D	5	08/24/2021 10:54:50 AM	
772	1	6	  0d 16:50:47.34	  0d 00:00:58.61	14.5866	53.2207	-896.0098	3589.3797	D	5	08/24/2021 10:55:07 AM	
773	1	6	  0d 16:51:06.63	  0d 00:01:17.90	19.3876	70.3796	-896.0098	3559.3194	D	5	08/24/2021 10:55:27 AM	
774	1	6	  0d 16:51:28.42	  0d 00:01:39.69	24.8108	89.5997	-896.0098	3529.2592	D	5	08/24/2021 10:55:49 AM	
775	1	6	  0d 16:51:52.58	  0d 00:02:03.85	30.8238	110.7293	-895.9335	3499.1989	D	5	08/24/2021 10:56:13 AM	
776	1	6	  0d 16:52:18.78	  0d 00:02:30.05	37.3445	133.4464	-896.0098	3468.8334	D	5	08/24/2021 10:56:39 AM	
