# PRIME INSTRUMENT FILE --- M12X---!! HEAD !!---M13B---;;;;;;;;;
number of headers ;19;;;;;;;;
operator;Jan Petter Maehlen;;;;;;;;
date;01.01.2016;;;;;;;;
instrument;bobby;;;;;;;;
schedule;galvanic;;;;;;;;
cell;ee002;;;;;;;;
geometry;half-cell;;;;;;;;
counter;Li-metal;;;;;;;;
material;si-based;;;;;;;;
mass;0.0012;;;;;;;;
# PRIME INSTRUMENT FILE ---L01---''LOG'' ---0000000-;;;;;;;;;
15;Started collecting auxilary data (saved to output.log);;;;;;;;
773;Problem encountered - reloading config;;;;;;;;
1111;R12;;;;;;;;
6588;R12;;;;;;;;
7712;Problem encountered - reloading config;;;;;;;;
78999;R0;;;;;;;;
# PRIME INSTRUMENT FILE ---268876-;;;;;;;;;
index;test_time;step_time;date_stamp;step;cycle;current;voltage;charge_capacity;discharge_Capacity
21;2640.04;2640.04;43374.44;1;1;0.00;1.14;0.00;0.00
22;2760.04;2760.04;43374.45;1;1;0.00;1.14;0.00;0.00
23;2880.04;2880.04;43374.45;1;1;0.00;1.14;0.00;0.00
24;3000.04;3000.04;43374.45;1;1;0.00;1.14;0.00;0.00
25;3120.04;3120.04;43374.45;1;1;0.00;1.14;0.00;0.00
26;3240.04;3240.04;43374.45;1;1;0.00;1.14;0.00;0.00
27;3360.04;3360.04;43374.45;1;1;0.00;1.14;0.00;0.00
28;3480.04;3480.04;43374.45;1;1;0.00;1.14;0.00;0.00
29;3600.00;3600.00;43374.46;1;1;0.00;1.14;0.00;0.00
30;3600.10;0.01;43374.46;2;1;0.00;1.20;0.00;0.00
31;3600.11;0.02;43374.46;2;1;0.00;1.21;0.00;0.00
32;3600.13;0.03;43374.46;2;1;0.00;1.22;0.00;0.00
33;3600.14;0.05;43374.46;2;1;0.00;1.24;0.00;0.00
34;3600.16;0.07;43374.46;2;1;0.00;1.25;0.00;0.00
35;3600.18;0.09;43374.46;2;1;0.00;1.26;0.00;0.00
36;3600.19;0.09;43374.46;2;1;0.00;1.27;0.00;0.00
37;3600.20;0.11;43374.46;2;1;0.00;1.29;0.00;0.00
38;3600.21;0.12;43374.46;2;1;0.00;1.30;0.00;0.00
39;3600.22;0.13;43374.46;2;1;0.00;1.31;0.00;0.00
40;3600.23;0.14;43374.46;2;1;0.00;1.33;0.00;0.00
41;3600.24;0.15;43374.46;2;1;0.00;1.34;0.00;0.00
42;3600.26;0.17;43374.46;2;1;0.00;1.35;0.00;0.00
43;3600.28;0.19;43374.46;2;1;0.00;1.36;0.00;0.00
44;3600.29;0.20;43374.46;2;1;0.00;1.37;0.00;0.00
45;3600.31;0.22;43374.46;2;1;0.00;1.38;0.00;0.00
46;3600.33;0.24;43374.46;2;1;0.00;1.40;0.00;0.00
47;3600.35;0.26;43374.46;2;1;0.00;1.41;0.00;0.00
48;3600.38;0.29;43374.46;2;1;0.00;1.42;0.00;0.00
49;3600.40;0.31;43374.46;2;1;0.00;1.43;0.00;0.00
50;3600.44;0.34;43374.46;2;1;0.00;1.44;0.00;0.00
51;3600.47;0.38;43374.46;2;1;0.00;1.45;0.00;0.00
52;3600.50;0.41;43374.46;2;1;0.00;1.46;0.00;0.00
53;3600.55;0.46;43374.46;2;1;0.00;1.47;0.00;0.00
54;3600.60;0.51;43374.46;2;1;0.00;1.48;0.00;0.00
55;3600.66;0.57;43374.46;2;1;0.00;1.49;0.00;0.00
56;3600.72;0.63;43374.46;2;1;0.00;1.50;0.00;0.00
57;3600.79;0.69;43374.46;2;1;0.00;1.51;0.00;0.00
58;3600.86;0.77;43374.46;2;1;0.00;1.53;0.00;0.00
59;3600.96;0.86;43374.46;2;1;0.00;1.54;0.00;0.00
60;3601.06;0.97;43374.46;2;1;0.00;1.55;0.00;0.00
61;3601.17;1.08;43374.46;2;1;0.00;1.56;0.00;0.00
62;3601.29;28856.00;43374.46;2;1;0.00;1.57;0.00;0.00
63;3601.43;14246.00;43374.46;2;1;0.00;1.58;0.00;0.00
64;3601.57;28856.00;43374.46;2;1;0.00;1.59;0.00;0.00
65;3601.73;17168.00;43374.46;2;1;0.00;1.60;0.00;0.00
66;3601.89;13881.00;43374.46;2;1;0.00;1.61;0.00;0.00
67;3602.08;19725.00;43374.46;2;1;0.00;1.62;0.00;0.00
68;3602.26;2.17;43374.46;2;1;0.00;1.63;0.00;0.00
69;3602.47;17199.00;43374.46;2;1;0.00;1.64;0.00;0.00
70;3602.68;27791.00;43374.46;2;1;0.00;1.65;0.00;0.00
71;3602.90;2.81;43374.46;2;1;0.00;1.66;0.00;0.00
72;3603.14;3.05;43374.46;2;1;0.00;1.67;0.00;0.00
73;3603.41;20515.00;43374.46;2;1;0.00;1.68;0.00;0.00
74;3603.68;16132.00;43374.46;2;1;0.00;1.69;0.00;0.00
75;3603.97;25993.00;43374.46;2;1;0.00;1.70;0.00;0.00
76;3604.27;4.18;43374.46;2;1;0.00;1.71;0.00;0.00
77;3604.60;27851.00;43374.46;2;1;0.00;1.72;0.00;0.00
78;3604.96;30407.00;43374.46;2;1;0.00;1.73;0.00;0.00
79;3605.33;13271.00;43374.46;2;1;0.00;1.74;0.00;0.00
80;3605.74;16923.00;43374.46;2;1;0.00;1.75;0.00;0.00
81;3606.16;6.07;43374.46;2;1;0.00;1.76;0.00;0.00
82;3606.61;32660.00;43374.46;2;1;0.00;1.77;0.00;0.00
83;3607.09;23894.00;43374.46;2;1;0.00;1.78;0.00;0.00
84;3607.60;16984.00;43374.46;2;1;0.00;1.79;0.00;0.00
85;3608.12;8.03;43374.46;2;1;0.00;1.80;0.00;0.00
86;3608.67;15919.00;43374.46;2;1;0.00;1.81;0.00;0.00
87;3609.23;9.14;43374.46;2;1;0.00;1.82;0.00;0.00
88;3609.82;9.73;43374.46;2;1;0.00;1.83;0.00;0.00
89;3610.42;46661.00;43374.46;2;1;0.00;1.84;0.00;0.00
90;3611.04;37895.00;43374.46;2;1;0.00;1.85;0.00;0.00
91;3611.67;11628.00;43374.46;2;1;0.00;1.86;0.00;0.00
92;3612.32;24807.00;43374.46;2;1;0.00;1.87;0.00;0.00
93;3612.97;21885.00;43374.46;2;1;0.00;1.88;0.00;0.00
94;3613.62;13.53;43374.46;2;1;0.00;1.89;0.00;0.00
95;3614.29;14.20;43374.46;2;1;0.00;1.90;0.00;0.00
96;3614.96;14.87;43374.46;2;1;0.00;1.91;0.00;0.00
97;3615.66;15.56;43374.46;2;1;0.00;1.92;0.00;0.00
98;3616.36;16.26;43374.46;2;1;0.00;1.93;0.00;0.00
99;3617.06;16.97;43374.46;2;1;0.00;1.94;0.00;0.00
100;3617.78;17.69;43374.46;2;1;0.00;1.95;0.00;0.00
101;3618.52;18.43;43374.46;2;1;0.00;1.96;0.00;0.00
102;3619.25;19.16;43374.46;2;1;0.00;1.97;0.00;0.00
103;3620.01;19.92;43374.46;2;1;0.00;1.98;0.00;0.00
104;3620.77;20.68;43374.46;2;1;0.00;1.99;0.00;0.00
105;3621.54;21.45;43374.46;2;1;0.00;2.00;0.00;0.00
106;3622.33;22.23;43374.46;2;1;0.00;2.01;0.00;0.00
107;3623.12;23.03;43374.46;2;1;0.00;2.02;0.00;0.00
108;3623.92;23.83;43374.46;2;1;0.00;2.03;0.00;0.00
109;3624.74;24.65;43374.46;2;1;0.00;2.04;0.00;0.00
110;3625.57;25.48;43374.46;2;1;0.00;2.05;0.00;0.00
111;3626.42;26.33;43374.46;2;1;0.00;2.06;0.00;0.00
112;3627.28;27.19;43374.46;2;1;0.00;2.07;0.00;0.00
113;3628.17;28.08;43374.46;2;1;0.00;2.08;0.00;0.00
114;3629.10;29.01;43374.46;2;1;0.00;2.09;0.00;0.00
115;3630.03;29.93;43374.46;2;1;0.00;2.10;0.00;0.00
116;3631.00;30.91;43374.46;2;1;0.00;2.11;0.00;0.00
117;3632.00;31.91;43374.46;2;1;0.00;2.12;0.00;0.00
118;3633.05;32.96;43374.46;2;1;0.00;2.13;0.00;0.00
119;3634.14;34.05;43374.46;2;1;0.00;2.14;0.00;0.00
120;3635.26;35.16;43374.46;2;1;0.00;2.15;0.00;0.00
121;3636.43;36.34;43374.46;2;1;0.00;2.16;0.00;0.00
122;3637.65;37.56;43374.46;2;1;0.00;2.17;0.00;0.00
123;3638.93;38.83;43374.46;2;1;0.00;2.18;0.00;0.00
124;3640.24;40.15;43374.46;2;1;0.00;2.19;0.00;0.00
125;3641.60;41.51;43374.46;2;1;0.00;2.20;0.00;0.00
126;3643.01;42.92;43374.46;2;1;0.00;2.21;0.00;0.00
127;3644.49;44.39;43374.46;2;1;0.00;2.22;0.00;0.00
128;3646.04;45.95;43374.46;2;1;0.00;2.23;0.00;0.00
129;3647.63;47.54;43374.46;2;1;0.00;2.24;0.00;0.00
130;3649.34;49.24;43374.46;2;1;0.00;2.25;0.00;0.00
131;3651.09;51.00;43374.46;2;1;0.00;2.26;0.00;0.00
132;3652.93;52.83;43374.46;2;1;0.00;2.27;0.00;0.00
133;3654.87;54.78;43374.46;2;1;0.00;2.28;0.00;0.00
134;3656.93;56.84;43374.46;2;1;0.00;2.29;0.00;0.00
135;3659.09;59.00;43374.46;2;1;0.00;2.30;0.00;0.00
136;3661.38;61.29;43374.46;2;1;0.00;2.31;0.00;0.00
137;3663.75;63.65;43374.46;2;1;0.00;2.32;0.00;0.00
138;3666.26;66.17;43374.46;2;1;0.00;2.33;0.00;0.00
139;3668.87;68.78;43374.46;2;1;0.00;2.34;0.00;0.00
140;3671.60;71.51;43374.46;2;1;0.00;2.35;0.00;0.00
141;3674.44;74.34;43374.46;2;1;0.00;2.36;0.00;0.00
142;3677.38;77.29;43374.46;2;1;0.00;2.37;0.00;0.00
143;3680.49;80.40;43374.46;2;1;0.00;2.38;0.00;0.00
144;3683.69;83.60;43374.46;2;1;0.00;2.39;0.00;0.00
145;3686.98;86.89;43374.46;2;1;0.00;2.40;0.00;0.00
146;3690.36;90.27;43374.46;2;1;0.00;2.41;0.00;0.00
147;3693.88;93.79;43374.46;2;1;0.00;2.42;0.00;0.00
148;3697.48;97.39;43374.46;2;1;0.00;2.43;0.00;0.00
149;3701.30;101.21;43374.46;2;1;0.00;2.44;0.00;0.00
150;3705.14;105.04;43374.46;2;1;0.00;2.45;0.00;0.00
151;3709.16;109.06;43374.46;2;1;0.00;2.46;0.00;0.00
152;3713.23;113.14;43374.46;2;1;0.00;2.47;0.00;0.00
153;3717.42;117.33;43374.46;2;1;0.00;2.48;0.00;0.00
154;3721.77;121.68;43374.46;2;1;0.00;2.49;0.00;0.00
155;3726.22;126.12;43374.46;2;1;0.00;2.50;0.00;0.00
156;3730.75;130.66;43374.46;2;1;0.00;2.51;0.00;0.00
157;3735.36;135.27;43374.46;2;1;0.00;2.52;0.00;0.00
158;3740.15;140.06;43374.46;2;1;0.00;2.53;0.00;0.00
159;3744.97;144.88;43374.46;2;1;0.00;2.54;0.00;0.00
160;3749.92;149.83;43374.46;2;1;0.00;2.55;0.00;0.00
161;3754.98;154.89;43374.46;2;1;0.00;2.56;0.00;0.00
162;3760.01;159.92;43374.46;2;1;0.00;2.57;0.00;0.00
163;3765.25;165.16;43374.46;2;1;0.00;2.58;0.00;0.00
164;3770.57;170.47;43374.46;2;1;0.00;2.59;0.00;0.00
165;3775.95;175.86;43374.46;2;1;0.00;2.60;0.00;0.00
166;3781.37;181.28;43374.46;2;1;0.00;2.61;0.00;0.00
167;3786.93;186.84;43374.46;2;1;0.00;2.62;0.00;0.00
168;3792.58;192.49;43374.46;2;1;0.00;2.63;0.00;0.00
169;3798.32;198.23;43374.46;2;1;0.00;2.64;0.00;0.00
170;3804.10;204.01;43374.46;2;1;0.00;2.65;0.00;0.00
171;3810.02;209.93;43374.46;2;1;0.00;2.66;0.00;0.00
172;3816.01;215.92;43374.46;2;1;0.00;2.67;0.00;0.00
173;3822.14;222.05;43374.46;2;1;0.00;2.68;0.00;0.00
174;3828.29;228.20;43374.46;2;1;0.00;2.69;0.00;0.00
175;3834.61;234.52;43374.46;2;1;0.00;2.70;0.00;0.00
176;3841.05;240.96;43374.46;2;1;0.00;2.71;0.00;0.00
177;3847.60;247.51;43374.46;2;1;0.00;2.72;0.00;0.00
178;3854.28;254.19;43374.46;2;1;0.00;2.73;0.00;0.00
179;3861.15;261.06;43374.46;2;1;0.00;2.74;0.00;0.00
180;3868.11;268.02;43374.46;2;1;0.00;2.75;0.00;0.00
181;3875.26;275.17;43374.46;2;1;0.00;2.76;0.00;0.00
182;3882.63;282.54;43374.46;2;1;0.00;2.77;0.00;0.00
183;3890.10;290.01;43374.46;2;1;0.00;2.78;0.00;0.00
184;3897.81;297.72;43374.46;2;1;0.00;2.79;0.00;0.00
185;3905.73;305.63;43374.46;2;1;0.00;2.80;0.00;0.00
186;3913.96;313.87;43374.46;2;1;0.00;2.81;0.00;0.00
187;3922.44;322.35;43374.46;2;1;0.00;2.82;0.00;0.00
188;3931.11;331.02;43374.46;2;1;0.00;2.83;0.00;0.00
189;3940.35;340.26;43374.46;2;1;0.00;2.84;0.00;0.00
190;3950.01;349.92;43374.46;2;1;0.00;2.85;0.00;0.00
191;3959.80;359.71;43374.46;2;1;0.00;2.86;0.00;0.00
192;3970.43;370.34;43374.46;2;1;0.00;2.87;0.00;0.00
193;3981.71;381.62;43374.46;2;1;0.00;2.88;0.00;0.00
194;3993.86;393.77;43374.46;2;1;0.00;2.89;0.00;0.00
195;4006.95;406.86;43374.46;2;1;0.00;2.90;0.00;0.00
196;4021.25;421.16;43374.46;2;1;0.00;2.91;0.00;0.00
197;4036.83;436.74;43374.46;2;1;0.00;2.92;0.00;0.00
198;4054.11;454.02;43374.46;2;1;0.00;2.93;0.00;0.00
199;4073.20;473.11;43374.46;2;1;0.00;2.94;0.00;0.00
200;4094.52;494.43;43374.46;2;1;0.00;2.95;0.00;0.00
201;4117.97;517.87;43374.46;2;1;0.00;2.96;0.00;0.00
202;4143.94;543.85;43374.46;2;1;0.00;2.97;0.00;0.00
203;4172.38;572.29;43374.46;2;1;0.00;2.98;0.00;0.00
204;4203.93;603.83;43374.46;2;1;0.00;2.99;0.00;0.00
205;4238.94;638.85;43374.46;2;1;0.00;3.00;0.00;0.00
206;4277.99;677.90;43374.46;2;1;0.00;3.01;0.00;0.00
207;4321.74;721.65;43374.46;2;1;0.00;3.02;0.00;0.00
208;4372.35;772.26;43374.46;2;1;0.00;3.03;0.00;0.00
209;4431.39;831.29;43374.47;2;1;0.00;3.04;0.00;0.00
210;4503.42;903.33;43374.47;2;1;0.00;3.05;0.00;0.00
211;4594.22;994.13;43374.47;2;1;0.00;3.06;0.00;0.00
212;4714.22;1114.13;43374.47;2;1;0.00;3.07;0.00;0.00
213;4834.22;1234.13;43374.47;2;1;0.00;3.08;0.00;0.00
214;4954.22;1354.13;43374.47;2;1;0.00;3.08;0.00;0.00
215;5074.23;1474.13;43374.47;2;1;0.00;3.09;0.00;0.00
216;5194.23;1594.14;43374.47;2;1;0.00;3.09;0.00;0.00
217;5314.23;1714.14;43374.48;2;1;0.00;3.09;0.00;0.00
218;5434.23;1834.14;43374.48;2;1;0.00;3.10;0.00;0.00
219;5554.23;1954.14;43374.48;2;1;0.00;3.10;0.00;0.00
220;5674.23;2074.14;43374.48;2;1;0.00;3.10;0.00;0.00
221;5794.23;2194.14;43374.48;2;1;0.00;3.10;0.00;0.00
222;5914.23;2314.14;43374.48;2;1;0.00;3.10;0.00;0.00
223;6034.24;2434.14;43374.48;2;1;0.00;3.10;0.00;0.00
224;6154.24;2554.15;43374.49;2;1;0.00;3.10;0.00;0.00
225;6274.24;2674.15;43374.49;2;1;0.00;3.10;0.00;0.00
226;6394.24;2794.15;43374.49;2;1;0.00;3.10;0.00;0.00
227;6514.24;2914.15;43374.49;2;1;0.00;3.11;0.00;0.00
228;6634.24;3034.15;43374.49;2;1;0.00;3.11;0.00;0.00
229;6754.24;3154.15;43374.49;2;1;0.00;3.11;0.00;0.00
230;6874.24;3274.15;43374.49;2;1;0.00;3.11;0.00;0.00
231;6994.25;3394.16;43374.50;2;1;0.00;3.11;0.00;0.00
232;7114.25;3514.16;43374.50;2;1;0.00;3.11;0.00;0.00
233;7234.25;3634.16;43374.50;2;1;0.00;3.11;0.00;0.00
234;7354.25;3754.16;43374.50;2;1;0.00;3.11;0.00;0.00
235;7474.25;3874.16;43374.50;2;1;0.00;3.12;0.00;0.00
236;7594.25;3994.16;43374.50;2;1;0.00;3.12;0.00;0.00
237;7714.26;4114.16;43374.50;2;1;0.00;3.12;0.00;0.00
238;7834.26;4234.17;43374.50;2;1;0.00;3.12;0.00;0.00
239;7954.26;4354.17;43374.51;2;1;0.00;3.12;0.00;0.00
240;8074.26;4474.17;43374.51;2;1;0.00;3.12;0.00;0.00
241;8194.26;4594.17;43374.51;2;1;0.00;3.13;0.00;0.00
242;8314.26;4714.17;43374.51;2;1;0.00;3.13;0.00;0.00
243;8434.27;4834.18;43374.51;2;1;0.00;3.13;0.00;0.00
244;8554.27;4954.18;43374.51;2;1;0.00;3.13;0.00;0.00
245;8674.27;5074.18;43374.51;2;1;0.00;3.13;0.00;0.00
246;8794.27;5194.18;43374.52;2;1;0.00;3.13;0.00;0.00
247;8914.27;5314.18;43374.52;2;1;0.00;3.13;0.00;0.00
248;9034.27;5434.18;43374.52;2;1;0.00;3.14;0.00;0.00
249;9154.28;5554.18;43374.52;2;1;0.00;3.14;0.00;0.00
250;9274.28;5674.19;43374.52;2;1;0.00;3.14;0.00;0.00
251;9394.28;5794.19;43374.52;2;1;0.00;3.14;0.00;0.00
252;9514.28;5914.19;43374.52;2;1;0.00;3.14;0.00;0.00
253;9634.28;6034.19;43374.53;2;1;0.00;3.14;0.00;0.00
254;9754.29;6154.20;43374.53;2;1;0.00;3.15;0.00;0.00
255;9874.29;6274.20;43374.53;2;1;0.00;3.15;0.00;0.00
256;9994.29;6394.20;43374.53;2;1;0.00;3.15;0.00;0.00
257;10114.29;6514.20;43374.53;2;1;0.00;3.15;0.00;0.00
258;10234.29;6634.20;43374.53;2;1;0.00;3.15;0.00;0.00
259;10354.29;6754.20;43374.53;2;1;0.00;3.15;0.00;0.00
260;10474.29;6874.20;43374.54;2;1;0.00;3.15;0.00;0.00
261;10594.29;6994.20;43374.54;2;1;0.00;3.15;0.00;0.00
262;10714.29;7114.20;43374.54;2;1;0.00;3.15;0.00;0.00
263;10834.30;7234.20;43374.54;2;1;0.00;3.16;0.00;0.00
264;10954.30;7354.21;43374.54;2;1;0.00;3.16;0.00;0.00
265;11074.30;7474.21;43374.54;2;1;0.00;3.16;0.00;0.00
266;11194.30;7594.21;43374.54;2;1;0.00;3.16;0.00;0.00
267;11314.30;7714.21;43374.54;2;1;0.00;3.16;0.00;0.00
268;11434.30;7834.21;43374.55;2;1;0.00;3.16;0.00;0.00
269;11554.31;7954.21;43374.55;2;1;0.00;3.16;0.00;0.00
270;11674.31;8074.22;43374.55;2;1;0.00;3.16;0.00;0.00
271;11794.31;8194.22;43374.55;2;1;0.00;3.16;0.00;0.00
272;11914.31;8314.22;43374.55;2;1;0.00;3.16;0.00;0.00
273;12034.31;8434.22;43374.55;2;1;0.00;3.17;0.00;0.00
274;12154.31;8554.22;43374.55;2;1;0.00;3.17;0.00;0.00
275;12274.32;8674.23;43374.56;2;1;0.00;3.17;0.00;0.00
276;12394.32;8794.23;43374.56;2;1;0.00;3.17;0.00;0.00
277;12514.32;8914.23;43374.56;2;1;0.00;3.17;0.00;0.00
402;12634.32;9034.23;43374.56;2;1;0.00;3.17;0.00;0.00
403;12754.32;9154.23;43374.56;2;1;0.00;3.17;0.00;0.00
404;12874.32;9274.23;43374.56;2;1;0.00;3.17;0.00;0.00
405;12994.32;9394.23;43374.56;2;1;0.00;3.17;0.00;0.00
406;13114.32;9514.23;43374.57;2;1;0.00;3.18;0.00;0.00
407;13234.33;9634.24;43374.57;2;1;0.00;3.18;0.00;0.00
408;13354.33;9754.24;43374.57;2;1;0.00;3.18;0.00;0.00
409;13474.33;9874.24;43374.57;2;1;0.00;3.18;0.00;0.00
410;13594.33;9994.24;43374.57;2;1;0.00;3.18;0.00;0.00
411;13714.33;10114.24;43374.57;2;1;0.00;3.18;0.00;0.00
412;13834.33;10234.24;43374.57;2;1;0.00;3.18;0.00;0.00
413;13954.33;10354.24;43374.58;2;1;0.00;3.18;0.00;0.00
414;14074.34;10474.24;43374.58;2;1;0.00;3.18;0.00;0.00
415;14194.34;10594.24;43374.58;2;1;0.00;3.18;0.00;0.00
416;14314.34;10714.25;43374.58;2;1;0.00;3.19;0.00;0.00
417;14434.34;10834.25;43374.58;2;1;0.00;3.19;0.00;0.00
418;14554.34;10954.25;43374.58;2;1;0.00;3.19;0.00;0.00
419;14674.34;11074.25;43374.58;2;1;0.00;3.19;0.00;0.00
420;14794.35;11194.26;43374.59;2;1;0.00;3.19;0.00;0.00
421;14914.35;11314.26;43374.59;2;1;0.00;3.19;0.00;0.00
422;15034.35;11434.26;43374.59;2;1;0.00;3.19;0.00;0.00
423;15154.35;11554.26;43374.59;2;1;0.00;3.19;0.00;0.00
424;15274.35;11674.26;43374.59;2;1;0.00;3.19;0.00;0.00
425;15394.35;11794.26;43374.59;2;1;0.00;3.19;0.00;0.00
426;15514.35;11914.26;43374.59;2;1;0.00;3.19;0.00;0.00
427;15634.36;12034.27;43374.60;2;1;0.00;3.20;0.00;0.00
428;15754.36;12154.27;43374.60;2;1;0.00;3.20;0.00;0.00
429;15874.36;12274.27;43374.60;2;1;0.00;3.20;0.00;0.00
430;15994.36;12394.27;43374.60;2;1;0.00;3.20;0.00;0.00
431;16114.36;12514.27;43374.60;2;1;0.00;3.20;0.00;0.00
432;16234.36;12634.27;43374.60;2;1;0.00;3.20;0.00;0.00
650;16354.36;12754.27;43374.60;2;1;0.00;3.20;0.00;0.00
651;16474.36;12874.27;43374.60;2;1;0.00;3.20;0.00;0.00
652;16594.37;12994.27;43374.61;2;1;0.00;3.20;0.00;0.00
653;16714.36;13114.27;43374.61;2;1;0.00;3.20;0.00;0.00
654;16834.37;13234.27;43374.61;2;1;0.00;3.20;0.00;0.00
655;16954.37;13354.28;43374.61;2;1;0.00;3.21;0.00;0.00
656;17074.37;13474.28;43374.61;2;1;0.00;3.21;0.00;0.00
657;17194.37;13594.28;43374.61;2;1;0.00;3.21;0.00;0.00
658;17314.37;13714.28;43374.61;2;1;0.00;3.21;0.00;0.00
659;17434.38;13834.29;43374.62;2;1;0.00;3.21;0.00;0.00
660;17554.38;13954.29;43374.62;2;1;0.00;3.21;0.00;0.00
661;17674.38;14074.29;43374.62;2;1;0.00;3.21;0.00;0.00
662;17794.38;14194.29;43374.62;2;1;0.00;3.21;0.00;0.00
663;17914.38;14314.29;43374.62;2;1;0.00;3.21;0.00;0.00
664;18034.38;14434.29;43374.62;2;1;0.00;3.21;0.00;0.00
665;18154.39;14554.29;43374.62;2;1;0.00;3.22;0.00;0.00
666;18274.39;14674.30;43374.63;2;1;0.00;3.22;0.00;0.00
667;18394.39;14794.30;43374.63;2;1;0.00;3.22;0.00;0.00
668;18514.39;14914.30;43374.63;2;1;0.00;3.22;0.00;0.00
669;18634.39;15034.30;43374.63;2;1;0.00;3.22;0.00;0.00
670;18754.39;15154.30;43374.63;2;1;0.00;3.22;0.00;0.00
671;18874.39;15274.30;43374.63;2;1;0.00;3.22;0.00;0.00
672;18994.40;15394.31;43374.63;2;1;0.00;3.22;0.00;0.00
673;19114.40;15514.31;43374.64;2;1;0.00;3.23;0.00;0.00
674;19234.40;15634.31;43374.64;2;1;0.00;3.23;0.00;0.00
675;19354.40;15754.31;43374.64;2;1;0.00;3.23;0.00;0.00
676;19474.40;15874.31;43374.64;2;1;0.00;3.23;0.00;0.00
677;19594.40;15994.31;43374.64;2;1;0.00;3.23;0.00;0.00
678;19714.40;16114.31;43374.64;2;1;0.00;3.23;0.00;0.00
679;19834.41;16234.32;43374.64;2;1;0.00;3.23;0.00;0.00
680;19954.41;16354.32;43374.65;2;1;0.00;3.24;0.00;0.00
433;20074.41;16474.32;43374.65;2;1;0.00;3.24;0.00;0.00
434;20194.41;16594.32;43374.65;2;1;0.00;3.24;0.00;0.00
435;20314.41;16714.32;43374.65;2;1;0.00;3.24;0.00;0.00
436;20434.41;16834.32;43374.65;2;1;0.00;3.24;0.00;0.00
437;20554.42;16954.32;43374.65;2;1;0.00;3.24;0.00;0.00
438;20674.42;17074.33;43374.65;2;1;0.00;3.24;0.00;0.00
439;20794.42;17194.33;43374.65;2;1;0.00;3.25;0.00;0.00
440;20914.42;17314.33;43374.66;2;1;0.00;3.25;0.00;0.00
441;21034.42;17434.33;43374.66;2;1;0.00;3.25;0.00;0.00
442;21154.42;17554.33;43374.66;2;1;0.00;3.25;0.00;0.00
443;21274.42;17674.33;43374.66;2;1;0.00;3.25;0.00;0.00
444;21394.43;17794.33;43374.66;2;1;0.00;3.25;0.00;0.00
445;21514.43;17914.34;43374.66;2;1;0.00;3.26;0.00;0.00
446;21634.43;18034.34;43374.66;2;1;0.00;3.26;0.00;0.00
447;21754.43;18154.34;43374.67;2;1;0.00;3.26;0.00;0.00
448;21874.43;18274.34;43374.67;2;1;0.00;3.26;0.00;0.00
449;21994.43;18394.34;43374.67;2;1;0.00;3.26;0.00;0.00
450;22114.44;18514.35;43374.67;2;1;0.00;3.27;0.00;0.00
