Test_ID;Data_Point;Test_Time;Step_Time;DateTime;Step_Index;Cycle_Index;Is_FC_Data;Current;Voltage;Charge_Capacity;Discharge_Capacity;Charge_Energy;Discharge_Energy;dV/dt;Internal_Resistance;AC_Impedance;ACI_Phase_Angle
1;24;7200,224141;7200,224141;42587,76139;1;1;0;0;3,104084;0;0;0;0;0;0;0;0
1;25;7500,234587;7500,234588;42587,76486;1;1;0;0;3,106239;0;0;0;0;0;0;0;0
1;26;7800,243917;7800,243917;42587,76833;1;1;0;0;3,107471;0;0;0;0;6,16074E-05;0;0;0
1;27;8100,255441;8100,255441;42587,77181;1;1;0;0;3,108086;0;0;0;0;6,16074E-05;0;0;0
1;28;8400,261789;8400,26179;42587,77528;1;1;0;0;3,109318;0;0;0;0;-6,15597E-05;0;0;0
1;29;8700,268211;8700,268211;42587,77875;1;1;0;0;3,110242;0;0;0;0;0;0;0;0
1;30;9000,277644;9000,277644;42587,78222;1;1;0;0;3,109626;0;0;0;0;-6,16074E-05;0;0;0
1;31;9300,288059;9300,288059;42587,78569;1;1;0;0;3,109626;0;0;0;0;6,15597E-05;0;0;0
1;32;9600,297477;9600,297477;42587,78917;1;1;0;0;3,109934;0;0;0;0;0;0;0;0
1;33;9900,303924;9900,303924;42587,79264;1;1;0;0;3,111166;0;0;0;0;0;0;0;0
1;34;10200,31128;10200,31128;42587,79611;1;1;0;0;3,112089;0;0;0;0;0;0;0;0
1;35;10500,32664;10500,32664;42587,79958;1;1;0;0;3,112397;0;0;0;0;0;0;0;0
1;36;10800,33614;10800,33614;42587,80306;1;1;0;0;3,112397;0;0;0;0;-0,000123167;0;0;0
1;37;11100,34556;11100,34556;42587,80653;1;1;0;0;3,113013;0;0;0;0;-6,15597E-05;0;0;0
1;38;11400,35801;11400,35801;42587,81;1;1;0;0;3,113629;0;0;0;0;0;0;0;0
1;39;11700,36242;11700,36242;42587,81347;1;1;0;0;3,114244;0;0;0;0;6,15597E-05;0;0;0
1;40;12000,3748;12000,3748;42587,81694;1;1;0;0;3,113937;0;0;0;0;-6,15597E-05;0;0;0
1;41;12300,38827;12300,38827;42587,82042;1;1;0;0;3,11486;0;0;0;0;0,000123167;0;0;0
1;42;12600,40164;12600,40164;42587,82389;1;1;0;0;3,11486;0;0;0;0;0;0;0;0
1;43;12900,41307;12900,41307;42587,82736;1;1;0;0;3,115168;0;0;0;0;-6,15597E-05;0;0;0
1;44;13200,41449;13200,41449;42587,83083;1;1;0;0;3,115784;0;0;0;0;6,16074E-05;0;0;0
1;45;13500,41591;13500,41591;42587,83431;1;1;0;0;3,115476;0;0;0;0;0;0;0;0
1;46;13800,42035;13800,42035;42587,83778;1;1;0;0;3,115476;0;0;0;0;0;0;0;0
1;47;14100,4217;14100,4217;42587,84125;1;1;0;0;3,115476;0;0;0;0;0;0;0;0
1;48;14400,42413;14400,42413;42587,84472;1;1;0;0;3,115784;0;0;0;0;0;0;0;0
1;49;14700,42462;14700,42462;42587,84819;1;1;0;0;3,115476;0;0;0;0;0;0;0;0
1;50;15000,43998;15000,43998;42587,85167;1;1;0;0;3,115476;0;0;0;0;-6,16074E-05;0;0;0
1;51;15300,45045;15300,45045;42587,85514;1;1;0;0;3,115476;0;0;0;0;0;0;0;0
1;52;15600,46183;15600,46183;42587,85861;1;1;0;0;3,115784;0;0;0;0;-6,15597E-05;0;0;0
1;53;15900,47421;15900,47421;42587,86208;1;1;0;0;3,1164;0;0;0;0;6,16074E-05;0;0;0
1;54;16200,4747;16200,4747;42587,86556;1;1;0;0;3,1164;0;0;0;0;-6,15597E-05;0;0;0
1;55;16500,48908;16500,48908;42587,86903;1;1;0;0;3,1164;0;0;0;0;0;0;0;0
1;56;16800,49347;16800,49347;42587,8725;1;1;0;0;3,116708;0;0;0;0;6,15597E-05;0;0;0
1;57;17100,50592;17100,50592;42587,87597;1;1;0;0;3,116092;0;0;0;0;-6,16074E-05;0;0;0
1;58;17400,50639;17400,50639;42587,87946;1;1;0;0;3,115476;0;0;0;0;0;0;0;0
1;59;17700,51773;17700,51773;42587,88293;1;1;0;0;3,113629;0;0;0;0;0;0;0;0
1;60;18000,52216;18000,52216;42587,8864;1;1;0;0;3,113321;0;0;0;0;6,15597E-05;0;0;0
1;61;18300,52455;18300,52455;42587,88987;1;1;0;0;3,113013;0;0;0;0;-6,15597E-05;0;0;0
1;62;18600,53903;18600,53903;42587,89334;1;1;0;0;3,113321;0;0;0;0;0;0;0;0
1;63;18900,54041;18900,54041;42587,89682;1;1;0;0;3,113013;0;0;0;0;-6,15597E-05;0;0;0
1;64;19200,54489;19200,54489;42587,90029;1;1;0;0;3,112705;0;0;0;0;0;0;0;0
1;65;19500,54518;19500,54518;42587,90376;1;1;0;0;3,112705;0;0;0;0;-6,16074E-05;0;0;0
1;66;19800,55875;19800,55875;42587,90723;1;1;0;0;3,112397;0;0;0;0;0;0;0;0
1;67;20100,56209;20100,56209;42587,91071;1;1;0;0;3,111781;0;0;0;0;-6,15597E-05;0;0;0
1;68;20400,57657;20400,57658;42587,91418;1;1;0;0;3,111473;0;0;0;0;0;0;0;0
1;69;20700,58498;20700,58498;42587,91765;1;1;0;0;3,111166;0;0;0;0;0;0;0;0
1;70;21000,58737;21000,58737;42587,92112;1;1;0;0;3,109626;0;0;0;0;0;0;0;0
1;71;21300,58773;21300,58773;42587,92459;1;1;0;0;3,09423;0;0;0;0;-6,16074E-05;0;0;0
1;72;21600,58919;21600,58919;42587,92807;1;1;0;0;3,076987;0;0;0;0;0;0;0;0
1;73;21900,59564;21900,59564;42587,93154;1;1;0;0;3,065286;0;0;0;0;0;0;0;0
1;74;22200,60796;22200,60796;42587,93501;1;1;0;0;3,057281;0;0;0;0;6,16074E-05;0;0;0
1;75;22500,6234;22500,62341;42587,93848;1;1;0;0;3,050814;0;0;0;0;0;0;0;0
1;76;22800,62491;22800,62491;42587,94196;1;1;0;0;3,045272;0;0;0;0;0;0;0;0
1;77;23100,63731;23100,63731;42587,94543;1;1;0;0;3,040345;0;0;0;0;-6,16074E-05;0;0;0
1;78;23400,63761;23400,63761;42587,9489;1;1;0;0;3,036958;0;0;0;0;0;0;0;0
1;79;23700,64615;23700,64615;42587,95237;1;1;0;0;3,033879;0;0;0;0;-6,15597E-05;0;0;0
1;80;24000,65058;24000,65058;42587,95584;1;1;0;0;3,032032;0;0;0;0;0;0;0;0
1;81;24300,66695;24300,66695;42587,95932;1;1;0;0;3,029568;0;0;0;0;6,15597E-05;0;0;0
1;82;24600,67338;24600,67338;42587,96279;1;1;0;0;3,022486;0;0;0;0;-0,000123167;0;0;0
1;83;24900,68678;24900,68678;42587,96626;1;1;0;0;3,015097;0;0;0;0;-6,15597E-05;0;0;0
1;84;25200,70017;25200,70017;42587,96973;1;1;0;0;3,010786;0;0;0;0;0;0;0;0
1;85;25500,70255;25500,70255;42587,97321;1;1;0;0;3,008322;0;0;0;0;0;0;0;0
1;86;25800,71202;25800,71202;42587,97668;1;1;0;0;3,007091;0;0;0;0;6,15597E-05;0;0;0
1;87;26100,72145;26100,72145;42587,98015;1;1;0;0;3,005859;0;0;0;0;0;0;0;0
1;88;26400,72385;26400,72385;42587,98362;1;1;0;0;3,004936;0;0;0;0;0;0;0;0
1;89;26700,72431;26700,72431;42587,98709;1;1;0;0;3,003704;0;0;0;0;0;0;0;0
1;90;27000,72873;27000,72873;42587,99057;1;1;0;0;3,003088;0;0;0;0;0;0;0;0
1;91;27300,72912;27300,72912;42587,99404;1;1;0;0;3,002164;0;0;0;0;-6,16074E-05;0;0;0
1;92;27600,73449;27600,73449;42587,99751;1;1;0;0;3,00124;0;0;0;0;0;0;0;0
1;93;27900,74401;27900,74401;42588,00098;1;1;0;0;3,000625;0;0;0;0;0;0;0;0
1;94;28200,75739;28200,75739;42588,00446;1;1;0;0;3,000009;0;0;0;0;0;0;0;0
1;95;28500,77279;28500,77279;42588,00793;1;1;0;0;2,999393;0;0;0;0;0;0;0;0
1;96;28800,78317;28800,78317;42588,0114;1;1;0;0;2,998777;0;0;0;0;-6,16074E-05;0;0;0
1;97;29100,7906;29100,7906;42588,01487;1;1;0;0;2,998161;0;0;0;0;-6,16074E-05;0;0;0
1;98;29400,80504;29400,80504;42588,01834;1;1;0;0;2,998161;0;0;0;0;6,15597E-05;0;0;0
1;99;29700,8095;29700,8095;42588,02182;1;1;0;0;2,997854;0;0;0;0;0;0;0;0
1;100;30000,81891;30000,81891;42588,02529;1;1;0;0;2,997545;0;0;0;0;0;0;0;0
